"V1","V2","V3","V4"
0.709602640158196,0.990123456790123,0.293667501844974,0.809194967399302
0.712767171100504,0.956172839506173,0.305300552082909,0.797807709693188
0.685330821441933,0.965432098765432,0.328907672745326,0.782425635366812
0.692359492359492,0.965432098765432,0.319475947372916,0.789131928347615
0.704900860456416,0.990123456790123,0.298607334739274,0.809411926095793
0.641526374859708,0.978703703703704,0.369519242039498,0.747752030104971
0.658731494842606,0.990123456790123,0.342778954543704,0.772837456660986
0.69298242909354,0.990123456790123,0.308914283570094,0.794500039917772
0.683185024851692,1,0.316814975148308,0.793895937033192
0.713639035861258,1,0.286360964138742,0.81557379923393
0.754146059701615,1,0.245853940298385,0.845803130325872
0.662109187109187,1,0.337890812890813,0.77197542230222
0.674513655069211,1,0.325486344930789,0.786673965105338
0.644010207899097,1,0.355989792100903,0.763272070461613
0.677004168670835,1,0.322995831329165,0.791734095002069
0.706278392389504,1,0.293721607610496,0.808328369766278
0.687193362193362,1,0.312806637806638,0.799672627631004
0.682442146331035,1,0.317557853668965,0.796392466163708
0.649688685799797,1,0.350311314200203,0.765305137854157
0.65536593036593,1,0.34463406963407,0.774587683947026
0.658775586553364,0.982407407407407,0.350402622000339,0.768160482066571
0.701043503821282,0.991666666666667,0.301587419721436,0.804660982928957
0.666453710898155,0.991666666666667,0.336415265837083,0.776558758776718
0.653147880925659,0.982407407407407,0.352851487688203,0.764937108401161
0.721528779862113,0.991666666666667,0.281340196873125,0.82084418244549
0.690644540644541,0.991666666666667,0.311986382898176,0.794333208548895
0.687638287638288,0.990740740740741,0.318908997372699,0.791426166426166
0.691969964192186,1,0.308030035807814,0.802940281062056
0.611580086580087,0.991666666666667,0.391050836962631,0.731947603352832
0.661733739511517,0.991666666666667,0.340692651304493,0.778020889785596
0.751563354341132,1,0.248436645658868,0.847013062400957
0.701219870664315,0.987962962962963,0.308105192124449,0.797234253280005
0.678203997648442,0.987962962962963,0.331121065140322,0.785191157757377
0.681001919890809,0.987962962962963,0.323279065216629,0.784137122074036
0.649084762973652,1,0.350915237026348,0.762168199113504
0.647643200420978,1,0.352356799579022,0.765422980337878
0.753667628667629,1,0.246332371332371,0.843224410544672
0.629067126289348,0.987962962962963,0.3749022621657,0.744108898211065
0.692400192400192,1,0.307599807599808,0.796209811732688
0.598169628725184,0.987962962962963,0.40424516451407,0.721193856189594
0.706679226123671,0.991666666666667,0.295951697419047,0.810923577753643
0.722999839666506,0.991666666666667,0.279631083876211,0.816698050194782
0.682833627278072,1,0.317166372721928,0.789036695572643
0.783760992094325,1,0.216239007905675,0.87050421597467
0.657035968147079,0.991666666666667,0.345594955395638,0.774135111407213
0.724466891133558,0.991666666666667,0.27840208560168,0.824071849235248
0.745926193148415,1,0.254073806851585,0.836591513062101
0.717967731856621,0.991666666666667,0.284536670444858,0.814651831964989
0.687828015605793,1,0.312171984394207,0.798332604214957
0.67339265672599,0.991666666666667,0.329238266816727,0.786641831266874
0.68248366859478,1,0.31751633140522,0.794530685752773
0.719022232911122,1,0.280977767088878,0.820252520415919
0.707732082732083,1,0.292267917267917,0.814501559290001
0.733802308802309,1,0.266197691197691,0.835252305186946
0.689118700229811,1,0.310881299770189,0.796861150799919
0.683405483405483,1,0.316594516594517,0.789360554720032
0.624050126827905,1,0.375949873172095,0.75255002534246
0.737413820747154,1,0.262586179252846,0.838083496597429
0.701038159371493,1,0.298961840628507,0.795829346156144
0.629732510288066,1,0.370267489711934,0.752580649802872
0.697714014380681,0.990740740740741,0.305416377497942,0.802095120260792
0.713725883170328,0.982407407407407,0.292740351135103,0.807654775628632
0.603395061728395,0.982407407407407,0.402366253692945,0.723316848970444
0.700026105581661,0.982407407407407,0.309390156164563,0.794839679170604
0.675475758809092,0.990740740740741,0.330366607317804,0.785580292798252
0.679451926674149,0.982407407407407,0.329521749152848,0.779866466140976
0.721174710063599,0.982407407407407,0.288241551682626,0.811871461871462
0.692165036609481,0.982407407407407,0.319020227308405,0.793087715963533
0.674459593904038,0.982407407407407,0.334718614649665,0.777406440506753
0.686749772860884,0.982407407407407,0.32196157000125,0.791978711767154
0.7001924001924,0.991666666666667,0.301733604466226,0.802238616471503
0.665588423921757,1,0.334411576078243,0.784050432106848
0.749022633744856,0.991666666666667,0.252321183913492,0.841888443195633
0.697038866483311,0.991666666666667,0.304760616934077,0.803157982072446
0.715009578898468,0.991666666666667,0.28678990451892,0.815822622532065
0.676212881768437,0.991666666666667,0.326291520533041,0.786926241167503
0.657258482258482,0.991666666666667,0.345115119884422,0.769816187774564
0.748323178878734,0.991666666666667,0.254103211937276,0.842201764587385
0.708877131099353,0.991666666666667,0.293048873559273,0.811717990312762
0.76414809470365,0.991666666666667,0.238482828839067,0.851440304398681
0.647414622414622,0.980555555555556,0.358606499114119,0.762893012910213
0.638819102707992,0.991666666666667,0.363685299593487,0.762813515928187
0.663359480026147,0.991666666666667,0.339144922275332,0.775893005461065
0.719501897279675,0.980555555555556,0.291343592930975,0.81409113036564
0.699784885895997,0.991666666666667,0.303084090839241,0.803396041141139
0.717345411789856,0.991666666666667,0.285285511752861,0.816078957926223
0.701785149007371,0.991666666666667,0.300641241808639,0.807954481185513
0.67576569521014,1,0.32423430478986,0.790524041223253
0.674210357543691,0.991666666666667,0.328658619191547,0.781177754707166
0.702900700122922,0.991666666666667,0.299730223419795,0.809855213776782
0.676089034422368,0.990740740740741,0.329753331704528,0.785746248210166
0.71142910587355,0.990740740740741,0.290422745978302,0.81443965073136
0.697363850141628,0.990740740740741,0.305766541736995,0.804822730493525
0.765311848645182,0.990740740740741,0.237818543233441,0.849620042267101
0.748146812035701,0.990740740740741,0.258400472975286,0.836603090688058
0.663425360647583,0.990740740740741,0.33970503123104,0.77542152152837
0.671397429730763,0.990740740740741,0.332437881031951,0.77993907347716
0.709514456736679,0.990740740740741,0.297032828274308,0.806863500817749
0.634290092623426,0.990740740740741,0.37126546293213,0.754615130477741
0.68749265138154,0.990740740740741,0.315637740497083,0.795464393993806
