"","V1","V2","V3","V4"
"1",1,0.895833333333333,0.104166666666667,0.933333333333333
"2",1,1,0,1
"3",1,1,0,1
"4",1,0.895833333333333,0.104166666666667,0.933333333333333
"5",1,0.870833333333333,0.129166666666667,0.919444444444445
"6",1,0.870833333333333,0.129166666666667,0.919444444444445
"7",1,0.870833333333333,0.129166666666667,0.919444444444445
"8",1,1,0,1
"9",1,1,0,1
"10",1,0.895833333333333,0.104166666666667,0.933333333333333
"11",1,0.891666666666667,0.108333333333333,0.936111111111111
"12",1,0.85,0.15,0.898611111111111
"13",1,0.916666666666667,0.0833333333333333,0.95
"14",1,0.891666666666667,0.108333333333333,0.936111111111111
"15",1,0.891666666666667,0.108333333333333,0.936111111111111
"16",1,0.891666666666667,0.108333333333333,0.936111111111111
"17",1,0.891666666666667,0.108333333333333,0.936111111111111
"18",1,0.891666666666667,0.108333333333333,0.936111111111111
"19",1,0.891666666666667,0.108333333333333,0.936111111111111
"20",1,0.891666666666667,0.108333333333333,0.936111111111111
"21",0.875,0.833333333333333,0.218443361963304,0.85
"22",0.875,0.833333333333333,0.218443361963304,0.85
"23",0.875,0.833333333333333,0.218443361963304,0.85
"24",0.875,0.833333333333333,0.218443361963304,0.85
"25",0.875,0.833333333333333,0.218443361963304,0.85
"26",0.875,0.833333333333333,0.218443361963304,0.85
"27",0.875,0.833333333333333,0.218443361963304,0.85
"28",1,0.958333333333333,0.0416666666666667,0.975
"29",1,1,0,1
"30",1,0.958333333333333,0.0416666666666667,0.975
"31",1,0.804166666666667,0.195833333333333,0.877083333333333
"32",1,0.804166666666667,0.195833333333333,0.877083333333333
"33",1,0.804166666666667,0.195833333333333,0.877083333333333
"34",1,0.804166666666667,0.195833333333333,0.877083333333333
"35",1,0.804166666666667,0.195833333333333,0.877083333333333
"36",1,0.804166666666667,0.195833333333333,0.877083333333333
"37",1,0.870833333333333,0.129166666666667,0.919444444444445
"38",1,0.804166666666667,0.195833333333333,0.877083333333333
"39",1,0.804166666666667,0.195833333333333,0.877083333333333
"40",0.9375,0.804166666666667,0.258333333333333,0.835416666666667
"41",0.9375,0.854166666666667,0.208333333333333,0.854166666666667
"42",0.9375,0.854166666666667,0.166666666666667,0.883333333333333
"43",0.875,0.8125,0.239276695296637,0.833333333333333
"44",1,0.854166666666667,0.145833333333333,0.895833333333333
"45",0.875,0.8125,0.239276695296637,0.833333333333333
"46",1,0.854166666666667,0.145833333333333,0.895833333333333
"47",1,0.854166666666667,0.145833333333333,0.895833333333333
"48",1,0.854166666666667,0.145833333333333,0.895833333333333
"49",1,0.854166666666667,0.145833333333333,0.895833333333333
"50",1,0.854166666666667,0.145833333333333,0.895833333333333
"51",0.9375,0.741666666666667,0.284221680981652,0.814583333333333
"52",1,0.804166666666667,0.195833333333333,0.877083333333333
"53",1,0.845833333333333,0.154166666666667,0.902083333333333
"54",1,0.741666666666667,0.258333333333333,0.835416666666667
"55",0.958333333333333,0.804166666666667,0.213092231765546,0.860416666666667
"56",0.9375,0.845833333333333,0.180055014314985,0.88125
"57",1,0.804166666666667,0.195833333333333,0.877083333333333
"58",0.958333333333333,0.804166666666667,0.213092231765546,0.860416666666667
"59",1,0.804166666666667,0.195833333333333,0.877083333333333
"60",1,0.804166666666667,0.195833333333333,0.877083333333333
"61",1,0.95,0.05,0.96875
"62",1,0.95,0.05,0.96875
"63",1,0.95,0.05,0.96875
"64",1,0.866666666666667,0.133333333333333,0.90625
"65",1,0.866666666666667,0.133333333333333,0.90625
"66",1,0.95,0.05,0.96875
"67",1,0.95,0.05,0.96875
"68",1,0.95,0.05,0.96875
"69",1,0.866666666666667,0.133333333333333,0.90625
"70",1,0.95,0.05,0.96875
"71",1,0.870833333333333,0.129166666666667,0.919444444444445
"72",1,0.870833333333333,0.129166666666667,0.919444444444445
"73",1,0.870833333333333,0.129166666666667,0.919444444444445
"74",1,0.870833333333333,0.129166666666667,0.919444444444445
"75",1,0.870833333333333,0.129166666666667,0.919444444444445
"76",1,0.870833333333333,0.129166666666667,0.919444444444445
"77",1,0.870833333333333,0.129166666666667,0.919444444444445
"78",1,0.870833333333333,0.129166666666667,0.919444444444445
"79",1,0.870833333333333,0.129166666666667,0.919444444444445
"80",1,0.870833333333333,0.129166666666667,0.919444444444445
"81",1,0.7875,0.2125,0.856944444444445
"82",1,0.7875,0.2125,0.856944444444445
"83",1,0.7875,0.2125,0.856944444444445
"84",1,0.7875,0.2125,0.856944444444445
"85",1,0.85,0.15,0.898611111111111
"86",1,0.7625,0.2375,0.839583333333333
"87",1,0.7625,0.2375,0.839583333333333
"88",0.958333333333333,0.7875,0.229758898432212,0.840277777777778
"89",1,0.7875,0.2125,0.856944444444445
"90",1,0.7875,0.2125,0.856944444444445
"91",1,0.85,0.15,0.898611111111111
"92",0.75,0.658333333333333,0.44522005725994,0.69375
"93",0.958333333333333,0.720833333333333,0.296425565098879,0.797916666666667
"94",1,0.7625,0.2375,0.839583333333333
"95",1,0.825,0.175,0.88125
"96",0.875,0.766666666666667,0.28511002862997,0.811111111111111
"97",1,0.825,0.175,0.88125
"98",1,0.875,0.125,0.9125
"99",1,0.85,0.15,0.898611111111111
"100",1,0.825,0.175,0.88125
