"V1","V2","V3","V4"
0.93963963963964,0.955341055341055,0.0891872391374968,0.942934542934543
0.944144144144144,0.955341055341055,0.0815163214566306,0.947138747138747
0.94024024024024,0.955341055341055,0.0854202253605345,0.94549432196491
0.958558558558559,0.955341055341055,0.0702683202185779,0.954946554946555
0.957099957099957,0.928700128700129,0.0914855778451311,0.938523364993953
0.954054054054054,0.928700128700129,0.101413751364009,0.932828282828283
0.947297297297297,0.955341055341055,0.0815295814798391,0.948628548628549
0.984126984126984,0.988738738738739,0.0271342771342771,0.984607761078349
0.945195195195195,0.955341055341055,0.0836316835819412,0.947093323563912
0.963063063063063,0.955341055341055,0.0657638157140734,0.957894957894958
1,1,0,1
0.977852852852853,1,0.0221471471471472,0.987341963812552
0.996621621621622,1,0.00337837837837838,0.998198198198198
1,1,0,1
0.989864864864865,1,0.0101351351351351,0.994337194337194
0.981981981981982,1,0.018018018018018,0.989189189189189
0.987987987987988,1,0.012012012012012,0.993004769475358
0.996621621621622,1,0.00337837837837838,0.998198198198198
0.987087087087087,1,0.0129129129129129,0.992950169420758
0.954054054054054,1,0.0459459459459459,0.96996996996997
0.977477477477477,0.987612612612613,0.0349099099099099,0.978378378378378
1,0.971846846846847,0.0281531531531532,0.980823680823681
0.988738738738739,1,0.0112612612612613,0.993681993681994
0.995495495495496,1,0.0045045045045045,0.997542997542998
0.991216216216216,0.971846846846847,0.0349579287017109,0.976244101244101
1,0.971846846846847,0.0281531531531532,0.980823680823681
0.981981981981982,0.971846846846847,0.0461711711711712,0.97001287001287
1,0.971846846846847,0.0281531531531532,0.980823680823681
0.989382239382239,1,0.0106177606177606,0.994059994059994
1,0.971846846846847,0.0281531531531532,0.980823680823681
0.96010296010296,0.976351351351351,0.0582683332517525,0.963920763920764
0.966108966108966,0.960585585585586,0.0642964392964393,0.959125135595724
0.954697554697555,0.976351351351351,0.0636737386571579,0.95977115977116
0.955598455598456,0.942953667953668,0.0856158105660682,0.945059745059745
0.969111969111969,0.938063063063063,0.0838159588159588,0.947013347013347
0.955598455598456,0.938063063063063,0.0973294723294723,0.939150939150939
0.942084942084942,0.927187902187902,0.105886080836338,0.93038793038793
0.973616473616474,0.953828828828829,0.0672773422607615,0.958081558081558
0.969111969111969,0.95045045045045,0.0714285714285714,0.953507753507754
0.951319176319176,0.976351351351351,0.0723294723294723,0.956167556167556
1,0.975225225225225,0.0247747747747748,0.984672984672985
0.986486486486487,0.975225225225225,0.0382882882882883,0.976950976950977
1,0.975225225225225,0.0247747747747748,0.984672984672985
0.99009009009009,0.975225225225225,0.0346846846846847,0.979212979212979
0.99009009009009,0.975225225225225,0.0346846846846847,0.979212979212979
0.972972972972973,0.941441441441441,0.0697535197037773,0.953784953784954
0.994594594594595,0.975225225225225,0.0301801801801802,0.981669981669982
0.99009009009009,0.975225225225225,0.0346846846846847,0.979212979212979
0.977220077220077,0.975225225225225,0.0475546975546976,0.971728571728572
0.976576576576577,0.975225225225225,0.0481981981981982,0.97020397020397
0.954054054054054,0.912805662805663,0.117308217258475,0.922179022179022
0.936422136422136,0.923809523809524,0.12076986071017,0.921398721398721
0.960960960960961,0.944337194337194,0.0788697788200365,0.948571725042313
0.972972972972973,0.93957528957529,0.0716196715699292,0.954088554088554
0.927027027027027,0.89002574002574,0.142274092174607,0.904238704238704
0.959684684684685,0.928571428571429,0.0959118208620785,0.939038739038739
0.968468468468468,0.923809523809524,0.0918899418401995,0.93966243966244
0.941076791076791,0.923809523809524,0.115323602761425,0.924720951191539
0.897876447876448,0.923809523809524,0.158523945961768,0.894952494952495
0.972972972972973,0.93957528957529,0.0716196715699292,0.954088554088554
0.986486486486487,0.971846846846847,0.0416666666666667,0.972961272961273
0.986486486486487,0.971846846846847,0.0416666666666667,0.972961272961273
0.965465465465465,0.956081081081081,0.0731760981595174,0.952440828911417
0.963063063063063,0.971846846846847,0.0650900900900901,0.95977925977926
0.986486486486487,0.971846846846847,0.0416666666666667,0.972961272961273
0.962097812097812,0.971846846846847,0.062097324584889,0.95960960960961
0.974324324324324,0.971846846846847,0.0498708123583768,0.967062517062517
0.972972972972973,0.956081081081081,0.0656685906520099,0.957634257634258
0.977477477477477,0.971846846846847,0.0506756756756757,0.967555867555868
0.986486486486487,0.971846846846847,0.0416666666666667,0.972961272961273
1,0.947072072072072,0.0529279279279279,0.962150462150462
1,0.947072072072072,0.0529279279279279,0.962150462150462
0.967567567567568,0.902413127413127,0.114187239137497,0.922011022011022
0.981981981981982,0.947072072072072,0.0592982592899689,0.957400257400257
0.995495495495496,0.947072072072072,0.0574324324324324,0.95969345969346
0.981081081081081,0.947072072072072,0.0718468468468468,0.95013845013845
1,0.947072072072072,0.0529279279279279,0.962150462150462
0.965733590733591,0.930566280566281,0.0856063391209193,0.943952743952744
1,0.947072072072072,0.0529279279279279,0.962150462150462
1,0.947072072072072,0.0529279279279279,0.962150462150462
1,0.942567567567568,0.0574324324324324,0.964021564021564
1,0.940315315315315,0.0596846846846847,0.962477162477163
0.989189189189189,0.952702702702703,0.0581081081081081,0.964252564252564
1,0.96509009009009,0.0349099099099099,0.979091179091179
1,0.952702702702703,0.0472972972972973,0.97025857025857
0.99024024024024,0.952702702702703,0.0570570570570571,0.964807741278329
1,0.940315315315315,0.0596846846846847,0.962477162477163
1,0.916666666666667,0.0833333333333333,0.948122148122148
0.981081081081081,0.952702702702703,0.0662162162162162,0.958246558246558
0.970720720720721,0.942567567567568,0.0867117117117117,0.945746145746146
1,0.987612612612613,0.0123873873873874,0.992792792792793
0.985585585585586,0.969594594594595,0.0448198198198198,0.973631173631174
0.96975546975547,0.977477477477477,0.0499313942229394,0.968834768834769
0.996138996138996,0.977477477477477,0.023547867839413,0.985328185328185
0.981081081081081,0.987612612612613,0.0313063063063063,0.981927381927382
1,0.987612612612613,0.0123873873873874,0.992792792792793
1,0.977477477477477,0.0225225225225225,0.986872586872587
0.975117975117975,0.977477477477477,0.044568888860434,0.972927549398138
1,0.977477477477477,0.0225225225225225,0.986872586872587
1,0.977477477477477,0.0225225225225225,0.986872586872587
