"C" "C" "D" "C" "B" "B" "D" "D" "D" "C" "C" "C" "B" "C" "B" "D" "A" "B" "C" "C" "A" "C" "D" "C" "B" "C" "F" "A" "D" "A" "B" "B" "C" "C" "C" "B" "D" "D" "B" "D" "B" "A" "B" "C" "C" "A" "A" "C" "C" "C" "D" "B" "A" "B" "A" "B"
"B" "D" "D" "D" "B" "C" "B" "B" "A" "B" "A" "A" "C" "B" "A" "D" "B" "C" "B" "C" "B" "C" "D" "C" "B" "C" "G" "B" "A" "A" "A" "F" "D" "C" "A" "A" "A" "B" "A" "A" "I" "A" "C" "B" "D" "C" "C" "B" "A" "B" "D" "E" "B" "B" "A" "A"
"C" "B" "D" "B" "B" "B" "C" "A" "A" "B" "C" "A" "C" "B" "A" "B" "B" "B" "B" "C" "A" "C" "C" "C" "B" "C" "C" "B" "A" "C" "B" "E" "D" "A" "B" "A" "A" "D" "D" "D" "G" "C" "C" "B" "B" "D" "A" "B" "D" "C" "D" "A" "B" "D" "A" "A"
"D" "C" "A" "B" "B" "B" "B" "B" "B" "C" "A" "A" "B" "C" "C" "D" "B" "B" "C" "B" "C" "C" "D" "C" "B" "F" "D" "B" "A" "B" "B" "C" "D" "B" "B" "C" "B" "D" "C" "A" "H" "B" "B" "B" "A" "D" "A" "C" "B" "A" "F" "A" "A" "C" "A" "B"
"D" "C" "A" "A" "A" "A" "B" "A" "B" "C" "A" "C" "A" "C" "A" "C" "A" "B" "C" "C" "B" "A" "D" "B" "A" "C" "F" "A" "A" "A" "B" "C" "B" "B" "B" "B" "A" "D" "C" "B" "E" "B" "B" "B" "A" "C" "B" "B" "D" "B" "B" "E" "A" "C" "A" "F"
"A" "B" "C" "B" "C" "A" "B" "D" "D" "B" "A" "A" "C" "B" "A" "A" "A" "C" "B" "B" "A" "A" "D" "C" "A" "C" "J" "B" "C" "A" "B" "C" "A" "B" "A" "B" "C" "B" "A" "D" "H" "B" "A" "C" "C" "B" "B" "B" "D" "B" "B" "A" "A" "D" "B" "D"
"D" "C" "B" "B" "B" "C" "C" "A" "C" "C" "A" "A" "C" "C" "A" "A" "A" "B" "B" "A" "A" "A" "B" "C" "B" "C" "D" "A" "A" "C" "A" "D" "A" "B" "A" "B" "D" "D" "D" "D" "D" "C" "A" "A" "G" "B" "C" "B" "B" "C" "E" "A" "A" "D" "B" "D"
"C" "C" "D" "D" "B" "C" "D" "D" "D" "B" "A" "A" "C" "B" "C" "A" "A" "B" "A" "B" "A" "A" "B" "C" "B" "F" "B" "B" "A" "A" "C" "C" "D" "B" "B" "B" "E" "B" "B" "B" "B" "A" "C" "B" "B" "D" "A" "B" "D" "B" "F" "A" "B" "D" "A" "A"
"B" "C" "C" "D" "A" "A" "A" "D" "A" "B" "C" "A" "A" "B" "C" "A" "A" "B" "C" "B" "C" "C" "B" "C" "B" "F" "F" "A" "C" "A" "B" "A" "A" "C" "B" "B" "C" "D" "C" "D" "D" "C" "A" "A" "F" "D" "B" "B" "C" "B" "E" "A" "A" "D" "A" "A"
"B" "C" "C" "B" "B" "C" "A" "D" "C" "A" "A" "A" "A" "C" "B" "A" "B" "B" "C" "B" "A" "A" "B" "B" "B" "C" "E" "A" "C" "A" "B" "D" "D" "C" "B" "C" "E" "D" "A" "D" "B" "C" "A" "A" "F" "D" "B" "C" "D" "B" "E" "E" "B" "D" "B" "A"
"C" "C" "A" "B" "B" "B" "A" "A" "A" "A" "C" "A" "B" "A" "A" "A" "B" "B" "B" "C" "A" "C" "B" "B" "B" "C" "C" "B" "A" "C" "B" "F" "D" "C" "B" "B" "C" "D" "D" "B" "F" "C" "B" "B" "G" "C" "A" "B" "D" "B" "B" "E" "A" "C" "B" "A"
"A" "C" "B" "B" "A" "B" "C" "C" "C" "C" "B" "B" "C" "C" "B" "D" "A" "B" "B" "B" "B" "B" "D" "C" "B" "F" "H" "B" "A" "A" "B" "B" "C" "C" "B" "C" "A" "D" "A" "B" "H" "A" "B" "B" "G" "C" "A" "B" "D" "C" "B" "A" "A" "B" "A" "E"
"A" "B" "B" "A" "B" "A" "C" "C" "D" "B" "A" "A" "A" "C" "C" "B" "A" "B" "C" "A" "C" "C" "B" "C" "C" "C" "A" "B" "B" "A" "B" "D" "D" "C" "A" "C" "B" "D" "A" "A" "K" "A" "A" "A" "G" "D" "B" "C" "C" "B" "E" "A" "D" "D" "A" "B"
"B" "C" "D" "C" "B" "D" "A" "A" "C" "C" "B" "A" "C" "B" "B" "D" "B" "B" "B" "C" "A" "C" "D" "C" "A" "C" "H" "B" "A" "C" "B" "B" "D" "B" "C" "C" "E" "D" "B" "A" "I" "A" "B" "C" "G" "C" "A" "C" "D" "C" "B" "E" "C" "B" "B" "B"
"D" "C" "A" "A" "B" "B" "C" "A" "B" "A" "C" "A" "C" "C" "B" "D" "A" "B" "B" "C" "A" "A" "D" "B" "B" "F" "H" "B" "A" "A" "B" "B" "B" "B" "B" "B" "A" "D" "A" "D" "E" "B" "B" "B" "A" "C" "A" "A" "B" "A" "E" "A" "A" "D" "A" "F"
"B" "C" "B" "C" "A" "A" "A" "A" "C" "B" "B" "B" "A" "C" "B" "D" "B" "B" "A" "B" "C" "B" "D" "C" "B" "F" "D" "A" "B" "C" "A" "A" "C" "C" "C" "C" "D" "D" "A" "B" "C" "A" "A" "C" "G" "C" "B" "C" "D" "B" "B" "E" "B" "D" "B" "A"
"A" "C" "C" "B" "B" "B" "A" "D" "B" "A" "A" "C" "C" "C" "C" "C" "B" "B" "A" "B" "B" "A" "D" "B" "A" "C" "F" "B" "A" "A" "C" "B" "D" "C" "B" "B" "B" "B" "B" "D" "C" "C" "C" "B" "B" "C" "A" "B" "D" "A" "F" "E" "B" "B" "B" "B"
