"B" "B" "B" "A" "C" "C" "A" "A" "A" "B" "A" "C" "B" "C" "C" "C" "C" "B" "A" "B" "B" "A" "C" "C" "C" "E" "E" "B" "B" "C" "C" "A" "A" "C" "A" "A" "D" "C" "B" "D" "K" "A" "B" "C" "C" "B" "A" "A" "B" "C" "C" "B" "D" "B" "A" "A"
"A" "C" "B" "D" "A" "B" "A" "A" "C" "A" "C" "A" "C" "C" "C" "D" "A" "C" "C" "B" "C" "A" "A" "C" "C" "C" "G" "A" "C" "C" "B" "C" "B" "B" "A" "B" "C" "C" "C" "D" "A" "B" "C" "B" "F" "D" "A" "C" "A" "C" "G" "D" "B" "D" "B" "D"
"D" "A" "D" "C" "D" "A" "A" "D" "C" "A" "C" "B" "C" "A" "C" "B" "C" "C" "B" "A" "B" "A" "B" "C" "C" "B" "B" "A" "B" "C" "B" "A" "B" "C" "B" "A" "C" "C" "D" "B" "I" "A" "A" "B" "D" "A" "C" "C" "C" "C" "G" "E" "C" "A" "A" "D"
"C" "A" "A" "A" "A" "D" "D" "D" "B" "B" "B" "B" "C" "B" "C" "B" "A" "C" "A" "B" "B" "B" "C" "C" "C" "F" "I" "B" "B" "C" "C" "A" "D" "C" "B" "A" "E" "C" "D" "D" "E" "C" "C" "B" "F" "B" "A" "C" "A" "B" "A" "B" "B" "C" "B" "A"
"A" "C" "D" "D" "D" "A" "D" "A" "A" "A" "C" "B" "C" "A" "A" "C" "A" "C" "C" "A" "C" "A" "C" "A" "A" "E" "J" "B" "B" "C" "A" "E" "C" "C" "A" "A" "E" "C" "A" "D" "B" "B" "C" "A" "A" "D" "A" "C" "C" "C" "F" "B" "D" "B" "B" "D"
"C" "A" "D" "A" "D" "A" "D" "D" "B" "A" "A" "A" "B" "A" "C" "C" "A" "C" "A" "A" "A" "A" "C" "C" "C" "E" "C" "A" "C" "C" "C" "E" "B" "B" "C" "C" "A" "C" "A" "C" "E" "B" "C" "B" "F" "A" "A" "C" "B" "B" "D" "E" "D" "B" "B" "A"
"C" "C" "D" "B" "A" "D" "C" "A" "A" "A" "B" "A" "C" "A" "B" "C" "A" "C" "C" "B" "C" "A" "B" "C" "C" "B" "C" "B" "C" "C" "A" "F" "B" "C" "A" "A" "E" "C" "A" "D" "K" "C" "C" "B" "F" "A" "B" "C" "C" "B" "F" "E" "D" "C" "B" "C"
"A" "A" "D" "B" "B" "A" "D" "A" "D" "A" "C" "B" "C" "B" "C" "D" "A" "C" "B" "A" "B" "B" "A" "C" "C" "B" "A" "A" "B" "C" "C" "F" "D" "C" "C" "C" "C" "C" "D" "D" "B" "B" "A" "B" "G" "A" "C" "C" "C" "C" "F" "E" "C" "D" "B" "D"
"B" "A" "D" "C" "D" "A" "B" "B" "C" "A" "C" "B" "C" "A" "A" "B" "C" "B" "B" "B" "B" "A" "C" "C" "C" "F" "B" "B" "D" "C" "C" "D" "D" "C" "B" "B" "B" "C" "A" "D" "D" "A" "B" "C" "C" "B" "A" "A" "B" "A" "C" "D" "A" "D" "B" "D"
"B" "C" "D" "A" "C" "A" "D" "A" "D" "C" "B" "C" "A" "C" "B" "D" "C" "A" "C" "B" "B" "A" "C" "C" "A" "C" "C" "A" "A" "C" "C" "B" "B" "B" "B" "B" "C" "B" "B" "D" "F" "C" "A" "C" "F" "A" "C" "A" "B" "C" "A" "B" "C" "D" "A" "F"
