V1,V2,V3,V4,,,,,
1,0.948037323,0.051962677,0.973325626,mean,0.997027027,0.936737452,0.064810635,0.965918168
1,0.93452381,0.06547619,0.966153846,sd,0.008334717,0.013026739,0.015993624,0.010053305
1,0.93452381,0.06547619,0.966153846,ci upper,0.998660631,0.939290693,0.067945386,0.967888616
1,0.93452381,0.06547619,0.966153846,ci lower,0.995393423,0.934184211,0.061675885,0.96394772
1,0.948037323,0.051962677,0.973325626,,,,,
1,0.93452381,0.06547619,0.966153846,,,,,
1,0.951415701,0.048584299,0.97510305,,,,,
1,0.919079794,0.080920206,0.95783385,,,,,
1,0.93452381,0.06547619,0.966153846,,,,,
1,0.93452381,0.06547619,0.966153846,,,,,
0.993243243,0.927927928,0.078828829,0.959475302,,,,,
0.993243243,0.921171171,0.085585586,0.955850556,,,,,
0.993243243,0.927927928,0.078828829,0.959475302,,,,,
0.993243243,0.942567568,0.064189189,0.967242111,,,,,
1,0.921171171,0.078828829,0.958968347,,,,,
1,0.949324324,0.050675676,0.974003466,,,,,
1,0.921171171,0.078828829,0.958968347,,,,,
1,0.921171171,0.078828829,0.958968347,,,,,
0.993243243,0.952702703,0.054054054,0.972550676,,,,,
0.993243243,0.939189189,0.067567568,0.965460215,,,,,
1,0.922779923,0.077220077,0.959839357,,,,,
1,0.918918919,0.081081081,0.957746479,,,,,
1,0.940797941,0.059202059,0.969496021,,,,,
1,0.940797941,0.059202059,0.969496021,,,,,
1,0.944658945,0.055341055,0.971542025,,,,,
1,0.944658945,0.055341055,0.971542025,,,,,
1,0.940797941,0.059202059,0.969496021,,,,,
1,0.940797941,0.059202059,0.969496021,,,,,
1,0.940797941,0.059202059,0.969496021,,,,,
1,0.936936937,0.063063063,0.96744186,,,,,
1,0.945302445,0.054697555,0.971882236,,,,,
1,0.945302445,0.054697555,0.971882236,,,,,
1,0.945302445,0.054697555,0.971882236,,,,,
1,0.94980695,0.05019305,0.974257426,,,,,
1,0.94980695,0.05019305,0.974257426,,,,,
1,0.952702703,0.047297297,0.975778547,,,,,
1,0.94980695,0.05019305,0.974257426,,,,,
1,0.945302445,0.054697555,0.971882236,,,,,
1,0.94980695,0.05019305,0.974257426,,,,,
1,0.956563707,0.043436293,0.977799704,,,,,
1,0.943050193,0.056949807,0.970690512,,,,,
1,0.939189189,0.060810811,0.968641115,,,,,
1,0.935328185,0.064671815,0.966583541,,,,,
1,0.931306306,0.068693694,0.964431487,,,,,
1,0.939189189,0.060810811,0.968641115,,,,,
1,0.927445302,0.072554698,0.962357065,,,,,
1,0.930823681,0.069176319,0.964172638,,,,,
1,0.935328185,0.064671815,0.966583541,,,,,
1,0.931949807,0.068050193,0.964776418,,,,,
1,0.931306306,0.068693694,0.964431487,,,,,
1,0.952220077,0.047779923,0.97552534,,,,,
1,0.952220077,0.047779923,0.97552534,,,,,
1,0.94546332,0.05453668,0.971967254,,,,,
1,0.952220077,0.047779923,0.97552534,,,,,
1,0.952220077,0.047779923,0.97552534,,,,,
1,0.952220077,0.047779923,0.97552534,,,,,
1,0.952220077,0.047779923,0.97552534,,,,,
1,0.952220077,0.047779923,0.97552534,,,,,
1,0.952220077,0.047779923,0.97552534,,,,,
1,0.94546332,0.05453668,0.971967254,,,,,
1,0.937419562,0.062580438,0.967699078,,,,,
1,0.946428571,0.053571429,0.972477064,,,,,
1,0.937419562,0.062580438,0.967699078,,,,,
1,0.937419562,0.062580438,0.967699078,,,,,
1,0.946428571,0.053571429,0.972477064,,,,,
1,0.946428571,0.053571429,0.972477064,,,,,
1,0.937419562,0.062580438,0.967699078,,,,,
1,0.937419562,0.062580438,0.967699078,,,,,
1,0.937419562,0.062580438,0.967699078,,,,,
1,0.937419562,0.062580438,0.967699078,,,,,
1,0.914317889,0.085682111,0.955241441,,,,,
0.972972973,0.907561133,0.103633829,0.939129421,,,,,
0.972972973,0.907561133,0.103633829,0.939129421,,,,,
0.972972973,0.907561133,0.103633829,0.939129421,,,,,
0.972972973,0.907561133,0.103633829,0.939129421,,,,,
0.972972973,0.914317889,0.096877072,0.942733961,,,,,
1,0.912065637,0.087934363,0.954010803,,,,,
0.972972973,0.914317889,0.096877072,0.942733961,,,,,
1,0.921074646,0.078925354,0.95891604,,,,,
0.959459459,0.898552124,0.126156351,0.928007492,,,,,
0.972972973,0.912162162,0.099032799,0.941586748,,,,,
1,0.939189189,0.060810811,0.968641115,,,,,
1,0.932432432,0.067567568,0.965034965,,,,,
1,0.939189189,0.060810811,0.968641115,,,,,
1,0.939189189,0.060810811,0.968641115,,,,,
1,0.939189189,0.060810811,0.968641115,,,,,
0.972972973,0.905405405,0.105789556,0.937973945,,,,,
1,0.939189189,0.060810811,0.968641115,,,,,
1,0.939189189,0.060810811,0.968641115,,,,,
1,0.939189189,0.060810811,0.968641115,,,,,
1,0.949485199,0.050514801,0.974088133,,,,,
1,0.944658945,0.055341055,0.971542025,,,,,
1,0.944658945,0.055341055,0.971542025,,,,,
1,0.937902188,0.062097812,0.967956168,,,,,
1,0.950289575,0.049710425,0.97451126,,,,,
1,0.937902188,0.062097812,0.967956168,,,,,
1,0.941280566,0.058719434,0.969752217,,,,,
1,0.937902188,0.062097812,0.967956168,,,,,
1,0.944658945,0.055341055,0.971542025,,,,,
1,0.941280566,0.058719434,0.969752217,,,,,
