"","V1","V2","V3","V4"
"1",0.918918918918919,0.667760617760618,0.365824265675039,0.733081783081783
"2",0.918918918918919,0.682175032175032,0.351409851260624,0.745074295074295
"3",0.896396396396396,0.667985842985843,0.371980115672849,0.72965757965758
"4",0.990990990990991,0.741602316602317,0.261125391845719,0.803931203931204
"5",0.945945945945946,0.694787644787645,0.327602277502793,0.76010881010881
"6",0.918918918918919,0.671396396396396,0.36218848703926,0.744621894621895
"7",0.918918918918919,0.676061776061776,0.35752310737388,0.739409539409539
"8",0.878378378378378,0.6497425997426,0.408550758351789,0.705138255138255
"9",0.932432432432432,0.67020592020592,0.365697515598031,0.736112086112086
"10",0.882882882882883,0.657400257400257,0.390107295628654,0.71999141999142
"11",0.945945945945946,0.706724581724582,0.315665340565856,0.772313872313872
"12",0.945945945945946,0.704054054054054,0.318335868236384,0.771450021450021
"13",0.936936936936937,0.680662805662806,0.344454825075668,0.753974103974104
"14",0.959459459459459,0.739607464607465,0.285101010051268,0.794965094965095
"15",0.945945945945946,0.693436293436293,0.328953628854144,0.761046761046761
"16",0.891891891891892,0.620238095238095,0.42454174934278,0.69046059046059
"17",0.918918918918919,0.690057915057915,0.343526968377741,0.753007953007953
"18",0.945945945945946,0.695527670527671,0.326862251762767,0.762983112983113
"19",0.918918918918919,0.663030888030888,0.370553995404768,0.734089934089934
"20",0.918918918918919,0.686068211068211,0.347516672367445,0.755711555711556
"21",0.945945945945946,0.729054054054054,0.299307787379678,0.791597441597442
"22",0.994594594594595,0.738931788931789,0.266473616473617,0.811037011037011
"23",0.932432432432432,0.742631917631918,0.284262509163024,0.805497055497056
"24",0.959459459459459,0.718018018018018,0.296765651736317,0.78998868998869
"25",0.959459459459459,0.724774774774775,0.290924690874949,0.795335595335595
"26",0.945945945945946,0.694111969111969,0.334688068218817,0.75976560976561
"27",1,0.752284427284427,0.247715572715573,0.826389376389376
"28",0.936936936936937,0.733301158301158,0.307648538319124,0.782566982566983
"29",0.990990990990991,0.740057915057915,0.268951093951094,0.808307008307008
"30",0.972972972972973,0.733301158301158,0.277893802844061,0.802901602901603
"31",0.90990990990991,0.674774774774775,0.367819117669891,0.74042354042354
"32",0.936936936936937,0.668339768339768,0.363059162959678,0.748818298818299
"33",0.887387387387387,0.656113256113256,0.402120888380957,0.716235716235716
"34",0.932432432432432,0.644369369369369,0.382525057425573,0.726582426582427
"35",0.869369369369369,0.609459459459459,0.457842907643938,0.676716976716977
"36",0.900900900900901,0.668018018018018,0.37830752814172,0.732958932958933
"37",0.828828828828829,0.58018018018018,0.502821652572941,0.641581841581842
"38",0.882882882882883,0.627477477477478,0.426311376112407,0.696536796536797
"39",0.90990990990991,0.641634491634492,0.400959400810174,0.713954213954214
"40",0.90990990990991,0.642599742599743,0.399994149844923,0.717737217737218
"41",0.927927927927928,0.661743886743887,0.378664053564569,0.72952887952888
"42",0.887387387387387,0.674774774774775,0.390341640192413,0.720925470925471
"43",0.932432432432432,0.687676962676963,0.348226473126988,0.757606957606958
"44",0.905405405405405,0.659491634491635,0.387606762457535,0.723329823329823
"45",0.878378378378378,0.601576576576577,0.456716781517812,0.675896025896026
"46",0.878378378378378,0.651769626769627,0.406523731324762,0.71002301002301
"47",0.905405405405405,0.647779922779923,0.399318474169247,0.718388518388518
"48",0.891891891891892,0.642599742599743,0.402180101981133,0.719024219024219
"49",0.905405405405405,0.646621621621622,0.400476775327548,0.714119964119964
"50",0.869369369369369,0.612194337194337,0.45510802990906,0.678555828555829
"51",0.837837837837838,0.55466537966538,0.512504387205933,0.628035178035178
"52",0.864864864864865,0.579440154440154,0.47653465128594,0.653110253110253
"53",0.815315315315315,0.574710424710425,0.514981864683411,0.630780780780781
"54",0.815315315315315,0.545656370656371,0.538758563443529,0.608065208065208
"55",0.871621621621622,0.634877734877735,0.422548393813973,0.69975624975625
"56",0.905405405405405,0.6497425997426,0.39735579720657,0.711432861432861
"57",0.864864864864865,0.587805662805663,0.468169142920431,0.663020163020163
"58",0.882882882882883,0.606467181467181,0.44104037156173,0.678860028860029
"59",0.864864864864865,0.588223938223938,0.467750867502156,0.661288561288561
"60",0.824324324324324,0.56029601029601,0.520387270088816,0.625482625482625
"61",0.864864864864865,0.628667953667954,0.42730685205814,0.701357201357201
"62",0.864864864864865,0.609684684684685,0.442840089343244,0.685484185484185
"63",0.824324324324324,0.608719433719434,0.469364952696732,0.663261963261963
"64",0.815315315315315,0.598680823680824,0.491011465713012,0.656934206934207
"65",0.891891891891892,0.600032175032175,0.4447476695487,0.677348777348777
"66",0.824324324324324,0.598423423423423,0.482259856961403,0.654960804960805
"67",0.824324324324324,0.609684684684685,0.47740871074049,0.658950508950509
"68",0.851351351351351,0.636068211068211,0.430192334379466,0.699340899340899
"69",0.815315315315315,0.600836550836551,0.479433787715825,0.655727155727156
"70",0.806306306306306,0.569144144144144,0.5295571542587,0.622914472914473
"71",0.923423423423423,0.682689832689833,0.345918390808693,0.757497757497757
"72",0.896396396396396,0.681724581724582,0.367500553760622,0.741720291720292
"73",0.945945945945946,0.713963963963964,0.308425958326474,0.782389532389532
"74",0.936936936936937,0.730630630630631,0.294487000107843,0.795056745056745
"75",0.891891891891892,0.657014157014157,0.387765687566718,0.73049218049218
"76",0.896396396396396,0.687419562419562,0.36341048824468,0.743420693420693
"77",0.918918918918919,0.692824967824968,0.340759915610689,0.763562263562264
"78",0.918918918918919,0.677702702702703,0.355882180732954,0.747496197496197
"79",0.918918918918919,0.705212355212355,0.328372528223301,0.772898872898873
"80",0.891891891891892,0.68043758043758,0.364342264143295,0.745474045474045
"81",0.891891891891892,0.648423423423423,0.396356421157452,0.718903318903319
"82",0.918918918918919,0.68018018018018,0.353404703255476,0.74956124956125
"83",0.878378378378378,0.619594594594595,0.429276812658335,0.691511641511641
"84",0.905405405405405,0.668468468468468,0.369620919471692,0.743726843726844
"85",0.864864864864865,0.596428571428571,0.459546234297523,0.676046176046176
"86",0.882882882882883,0.647297297297297,0.406491556292587,0.71050076050076
"87",0.891891891891892,0.651576576576577,0.393203268004299,0.724480324480325
"88",0.945945945945946,0.715122265122265,0.307267657168172,0.785275535275535
"89",0.891891891891892,0.669079794079794,0.38252310737388,0.725102375102375
"90",0.882882882882883,0.682432432432432,0.371356421157452,0.739393939393939
"91",0.842342342342342,0.667084942084942,0.411103004745996,0.712125112125112
"92",0.878378378378378,0.675868725868726,0.382424632225663,0.73050193050193
"93",0.871621621621622,0.651093951093951,0.409998147286742,0.706499356499356
"94",0.891891891891892,0.662355212355212,0.398256698107471,0.718146718146718
"95",0.864864864864865,0.661229086229086,0.401155834537356,0.718088218088218
"96",0.828828828828829,0.566216216216216,0.509962559664106,0.635413985413985
"97",0.932432432432432,0.695495495495495,0.331398931299447,0.767918567918568
"98",0.905405405405405,0.66509009009009,0.37940941289042,0.732738582738583
"99",0.878378378378378,0.624292149292149,0.42499219979323,0.696975546975547
"100",0.864864864864865,0.654472329472329,0.407474395397059,0.715921765921766
