V1,V2,V3,V4,,,,,
1,1,0,1,mean,0.999112613,0.987633526,0.013191048,0.993310583
1,1,0,1,sd,0.003648092,0.010999815,0.012042284,0.006235275
1,0.988738739,0.011261261,0.994337486,ci upper,0.999827639,0.98978949,0.015551336,0.994532697
1,0.988738739,0.011261261,0.994337486,ci lower,0.998397586,0.985477563,0.01083076,0.992088469
1,1,0,1,,,,,
1,0.988738739,0.011261261,0.994337486,,,,,
1,1,0,1,,,,,
1,0.981016731,0.018983269,0.990417411,,,,,
1,0.988738739,0.011261261,0.994337486,,,,,
1,0.988738739,0.011261261,0.994337486,,,,,
0.989864865,0.991634492,0.018500644,0.990748888,,,,,
0.989864865,0.981016731,0.029118404,0.985420936,,,,,
0.989864865,0.981016731,0.029118404,0.985420936,,,,,
0.989864865,0.989382239,0.020752896,0.989623493,,,,,
1,0.981016731,0.018983269,0.990417411,,,,,
1,1,0,1,,,,,
1,0.981016731,0.018983269,0.990417411,,,,,
1,0.981016731,0.018983269,0.990417411,,,,,
0.989864865,1,0.010135135,0.994906621,,,,,
0.989864865,0.989382239,0.020752896,0.989623493,,,,,
1,0.969111969,0.030888031,0.984313725,,,,,
1,0.969111969,0.030888031,0.984313725,,,,,
1,0.977477477,0.022522523,0.988610478,,,,,
1,0.977477477,0.022522523,0.988610478,,,,,
1,0.977477477,0.022522523,0.988610478,,,,,
1,0.977477477,0.022522523,0.988610478,,,,,
1,0.977477477,0.022522523,0.988610478,,,,,
1,0.977477477,0.022522523,0.988610478,,,,,
1,0.977477477,0.022522523,0.988610478,,,,,
1,0.977477477,0.022522523,0.988610478,,,,,
1,0.992277992,0.007722008,0.996124031,,,,,
1,0.992277992,0.007722008,0.996124031,,,,,
1,0.992277992,0.007722008,0.996124031,,,,,
1,0.992277992,0.007722008,0.996124031,,,,,
1,0.992277992,0.007722008,0.996124031,,,,,
1,0.992277992,0.007722008,0.996124031,,,,,
1,0.992277992,0.007722008,0.996124031,,,,,
1,0.992277992,0.007722008,0.996124031,,,,,
1,0.992277992,0.007722008,0.996124031,,,,,
1,0.992277992,0.007722008,0.996124031,,,,,
1,1,0,1,,,,,
1,0.992277992,0.007722008,0.996124031,,,,,
1,0.992277992,0.007722008,0.996124031,,,,,
1,1,0,1,,,,,
1,1,0,1,,,,,
1,1,0,1,,,,,
1,1,0,1,,,,,
1,0.992277992,0.007722008,0.996124031,,,,,
1,0.992277992,0.007722008,0.996124031,,,,,
1,0.983912484,0.016087516,0.991891015,,,,,
1,1,0,1,,,,,
1,1,0,1,,,,,
1,1,0,1,,,,,
1,1,0,1,,,,,
1,1,0,1,,,,,
1,1,0,1,,,,,
1,1,0,1,,,,,
1,1,0,1,,,,,
1,1,0,1,,,,,
1,1,0,1,,,,,
1,0.976994852,0.023005148,0.988363577,,,,,
1,0.981660232,0.018339768,0.990745251,,,,,
1,0.976994852,0.023005148,0.988363577,,,,,
1,0.976994852,0.023005148,0.988363577,,,,,
1,0.989382239,0.010617761,0.994662785,,,,,
1,0.989382239,0.010617761,0.994662785,,,,,
1,0.976994852,0.023005148,0.988363577,,,,,
1,0.976994852,0.023005148,0.988363577,,,,,
1,0.976994852,0.023005148,0.988363577,,,,,
1,0.976994852,0.023005148,0.988363577,,,,,
1,0.96547619,0.03452381,0.982434888,,,,,
1,0.96547619,0.03452381,0.982434888,,,,,
1,0.96547619,0.03452381,0.982434888,,,,,
1,0.96547619,0.03452381,0.982434888,,,,,
1,0.96547619,0.03452381,0.982434888,,,,,
1,0.975611326,0.024388674,0.987655125,,,,,
1,0.975611326,0.024388674,0.987655125,,,,,
1,0.975611326,0.024388674,0.987655125,,,,,
1,0.975611326,0.024388674,0.987655125,,,,,
0.972072072,0.953088803,0.068557824,0.962486844,,,,,
1,0.989382239,0.010617761,0.994662785,,,,,
1,1,0,1,,,,,
1,1,0,1,,,,,
1,1,0,1,,,,,
1,1,0,1,,,,,
1,1,0,1,,,,,
1,0.989382239,0.010617761,0.994662785,,,,,
1,1,0,1,,,,,
1,1,0,1,,,,,
1,1,0,1,,,,,
1,0.977477477,0.022522523,0.988610478,,,,,
1,0.987612613,0.012387387,0.993767705,,,,,
1,0.987612613,0.012387387,0.993767705,,,,,
1,0.987612613,0.012387387,0.993767705,,,,,
1,1,0,1,,,,,
1,0.987612613,0.012387387,0.993767705,,,,,
1,0.987612613,0.012387387,0.993767705,,,,,
1,0.977477477,0.022522523,0.988610478,,,,,
1,0.987612613,0.012387387,0.993767705,,,,,
1,0.987612613,0.012387387,0.993767705,,,,,
