"I" "A" "C" "D" "E" "E" "D" "I" "B" "A" "F" "E" "A" "C" "D" "H" "D" "B" "E" "NA" "C" "A" "E" "J" "I" "A" "F" "G" "C" "C" "H" "A" "F" "G" "E" "B" "A" "D" "D" "D" "B" "G" "B" "C" "B" "D" "F" "C"
"G" "B" "A" "A" "J" "E" "H" "H" "A" "E" "F" "D" "A" "I" "C" "D" "D" "A" "A" "NA" "C" "C" "B" "J" "F" "E" "E" "E" "H" "B" "A" "C" "F" "H" "H" "A" "F" "F" "D" "C" "D" "B" "D" "E" "A" "A" "K" "D"
"D" "B" "B" "F" "I" "B" "A" "G" "B" "D" "A" "I" "B" "I" "D" "C" "D" "G" "F" "NA" "G" "C" "A" "G" "H" "C" "H" "E" "G" "H" "I" "D" "F" "F" "C" "A" "D" "C" "F" "A" "G" "C" "B" "B" "A" "C" "G" "F"
"A" "C" "B" "D" "I" "A" "A" "H" "B" "D" "E" "A" "D" "I" "F" "F" "B" "F" "E" "B" "E" "A" "D" "B" "I" "J" "F" "C" "D" "G" "E" "B" "E" "A" "A" "F" "F" "F" "C" "B" "E" "H" "D" "C" "B" "B" "S" "F"
"E" "A" "C" "E" "A" "E" "C" "E" "B" "D" "B" "I" "D" "I" "A" "D" "A" "G" "B" "NA" "H" "C" "F" "A" "H" "J" "I" "D" "G" "E" "E" "J" "F" "H" "H" "F" "E" "F" "D" "D" "C" "H" "C" "H" "B" "B" "F" "B"
"C" "D" "C" "C" "C" "E" "C" "H" "A" "B" "E" "A" "E" "C" "J" "F" "B" "G" "F" "M" "B" "C" "F" "H" "I" "B" "A" "F" "A" "E" "B" "A" "E" "G" "E" "E" "B" "D" "C" "C" "E" "B" "A" "G" "B" "B" "Q" "D"
"D" "A" "B" "E" "E" "B" "A" "A" "A" "E" "F" "I" "B" "E" "E" "G" "B" "B" "F" "NA" "H" "C" "D" "E" "G" "A" "H" "G" "H" "D" "G" "J" "G" "B" "E" "B" "D" "H" "E" "D" "B" "C" "D" "B" "C" "C" "F" "B"
"C" "A" "A" "D" "H" "E" "B" "H" "B" "A" "D" "E" "A" "F" "E" "F" "A" "F" "B" "NA" "I" "A" "A" "B" "A" "J" "C" "G" "A" "C" "E" "J" "B" "G" "C" "B" "A" "E" "D" "D" "C" "B" "D" "H" "A" "A" "S" "E"
"E" "B" "A" "B" "K" "E" "B" "H" "A" "A" "F" "I" "F" "E" "I" "C" "B" "B" "D" "NA" "G" "A" "A" "B" "H" "C" "I" "E" "G" "C" "C" "E" "F" "H" "H" "G" "E" "F" "F" "E" "E" "C" "C" "C" "B" "A" "S" "F"
"A" "B" "A" "E" "E" "E" "G" "A" "A" "E" "A" "I" "E" "C" "D" "D" "A" "B" "D" "NA" "E" "B" "A" "J" "A" "E" "C" "D" "E" "F" "C" "D" "E" "G" "F" "E" "F" "F" "G" "A" "A" "C" "C" "A" "C" "D" "K" "B"
