"I" "E" "A" "D" "E" "E" "D" "H" "A" "E" "B" "B" "A" "C" "I" "C" "C" "A" "B" "K" "A" "B" "C" "B" "F" "H" "C" "E" "F" "F" "F" "E" "F" "I" "A" "F" "F" "E" "A" "C" "E" "A" "B" "E" "C" "B" "O" "D"
"I" "D" "B" "B" "G" "B" "F" "B" "A" "D" "C" "F" "C" "F" "J" "H" "D" "A" "D" "NA" "C" "A" "C" "I" "J" "J" "B" "B" "H" "D" "C" "I" "C" "D" "D" "C" "A" "B" "A" "A" "F" "I" "A" "F" "B" "D" "E" "C"
"I" "A" "B" "C" "F" "B" "G" "I" "B" "E" "B" "C" "F" "J" "I" "F" "A" "C" "B" "NA" "E" "B" "D" "A" "E" "B" "I" "G" "H" "H" "E" "A" "A" "G" "A" "B" "D" "E" "A" "D" "C" "D" "D" "E" "C" "D" "E" "B"
"B" "B" "A" "D" "I" "B" "G" "B" "B" "C" "E" "I" "B" "F" "F" "F" "C" "C" "C" "NA" "A" "C" "E" "C" "C" "B" "C" "C" "C" "G" "A" "F" "C" "B" "B" "G" "B" "B" "A" "C" "H" "A" "C" "G" "D" "B" "B" "D"
"E" "C" "C" "D" "D" "D" "C" "D" "A" "D" "D" "A" "D" "C" "H" "D" "A" "C" "E" "NA" "I" "B" "B" "J" "J" "G" "B" "G" "G" "A" "C" "C" "E" "F" "A" "C" "E" "B" "G" "E" "B" "F" "B" "H" "D" "D" "B" "F"
"G" "A" "C" "D" "K" "B" "A" "A" "B" "C" "B" "G" "E" "D" "G" "B" "B" "C" "E" "NA" "F" "C" "B" "E" "I" "A" "E" "C" "I" "A" "C" "F" "G" "G" "D" "G" "C" "B" "A" "D" "F" "I" "A" "D" "D" "A" "M" "D"
"H" "D" "A" "B" "J" "B" "D" "C" "B" "C" "C" "F" "E" "J" "A" "B" "E" "B" "F" "NA" "B" "C" "D" "G" "D" "F" "I" "G" "A" "D" "F" "A" "A" "F" "B" "B" "A" "F" "A" "C" "F" "I" "D" "A" "B" "D" "J" "C"
"C" "C" "B" "B" "K" "E" "H" "E" "B" "C" "F" "J" "D" "I" "E" "E" "A" "F" "E" "NA" "D" "A" "C" "G" "J" "E" "C" "G" "F" "B" "C" "H" "G" "I" "G" "B" "A" "G" "C" "B" "F" "C" "A" "E" "B" "D" "J" "E"
"G" "D" "A" "F" "J" "E" "F" "B" "B" "A" "F" "A" "C" "C" "I" "D" "B" "D" "D" "NA" "F" "B" "B" "E" "A" "H" "H" "D" "G" "H" "C" "H" "A" "D" "A" "B" "A" "B" "E" "E" "E" "I" "C" "G" "B" "D" "K" "F"
"A" "E" "C" "D" "J" "E" "C" "A" "A" "A" "C" "F" "E" "A" "G" "D" "C" "B" "B" "G" "E" "A" "B" "A" "B" "D" "I" "E" "I" "A" "A" "E" "B" "I" "E" "B" "B" "G" "C" "E" "E" "B" "C" "B" "B" "C" "T" "F"
"C" "B" "B" "E" "C" "A" "G" "H" "A" "A" "E" "B" "D" "J" "H" "F" "B" "E" "B" "NA" "H" "B" "D" "E" "F" "C" "D" "F" "I" "G" "H" "B" "E" "F" "G" "D" "F" "B" "F" "E" "F" "D" "D" "D" "B" "A" "J" "A"
"C" "D" "A" "D" "E" "A" "E" "C" "B" "C" "E" "B" "A" "I" "G" "D" "C" "B" "F" "F" "H" "B" "D" "G" "G" "I" "B" "B" "F" "H" "I" "F" "F" "A" "A" "E" "B" "B" "A" "A" "F" "C" "D" "F" "D" "A" "J" "F"
"G" "B" "B" "D" "J" "B" "G" "F" "B" "A" "F" "B" "D" "D" "A" "H" "E" "F" "D" "NA" "D" "C" "E" "H" "D" "I" "H" "A" "H" "G" "A" "I" "B" "E" "H" "A" "A" "F" "C" "A" "E" "C" "B" "F" "D" "D" "I" "A"
"B" "D" "B" "B" "J" "E" "D" "H" "A" "C" "D" "J" "C" "C" "B" "E" "B" "C" "D" "Q" "G" "B" "B" "F" "F" "F" "C" "B" "E" "H" "E" "D" "F" "B" "G" "E" "E" "F" "F" "E" "G" "E" "A" "H" "D" "B" "Q" "C"
