"C" "B" "B" "C" "H" "E" "G" "G" "B" "E" "F" "B" "E" "A" "A" "C" "D" "D" "E" "W" "A" "B" "B" "D" "G" "E" "G" "E" "B" "G" "A" "B" "C" "B" "A" "E" "E" "C" "B" "D" "B" "I" "C" "E" "C" "A" "A" "D"
"G" "C" "C" "D" "K" "B" "D" "C" "A" "E" "D" "E" "D" "A" "C" "C" "D" "F" "C" "NA" "I" "A" "B" "E" "A" "F" "I" "C" "A" "E" "I" "D" "E" "C" "G" "F" "B" "G" "E" "E" "A" "B" "D" "A" "B" "B" "N" "D"
"E" "E" "C" "A" "J" "D" "B" "C" "B" "F" "E" "I" "C" "C" "C" "A" "A" "E" "D" "Y" "A" "B" "A" "A" "C" "B" "I" "C" "D" "B" "E" "A" "B" "E" "F" "F" "A" "I" "F" "C" "F" "F" "D" "B" "C" "D" "O" "B"
"I" "A" "C" "C" "J" "A" "C" "E" "A" "C" "E" "I" "E" "J" "E" "C" "A" "G" "C" "NA" "C" "B" "E" "D" "J" "C" "A" "C" "B" "A" "D" "A" "B" "C" "A" "A" "D" "A" "A" "A" "A" "E" "C" "E" "B" "D" "P" "C"
"B" "B" "B" "B" "K" "B" "B" "E" "A" "B" "F" "G" "E" "A" "B" "A" "C" "G" "B" "O" "C" "B" "G" "F" "G" "F" "E" "A" "G" "G" "F" "G" "F" "F" "H" "F" "C" "G" "B" "E" "F" "F" "A" "C" "A" "B" "R" "B"
"E" "A" "A" "F" "B" "D" "B" "G" "A" "D" "D" "D" "B" "H" "G" "C" "E" "A" "F" "NA" "A" "B" "A" "C" "F" "A" "I" "D" "H" "F" "G" "F" "E" "H" "D" "E" "D" "G" "E" "D" "A" "B" "B" "E" "A" "D" "K" "C"
"C" "B" "B" "A" "H" "A" "A" "I" "B" "C" "F" "E" "B" "A" "A" "C" "A" "B" "A" "W" "E" "B" "A" "D" "C" "G" "D" "F" "E" "A" "C" "J" "A" "I" "H" "E" "B" "A" "B" "C" "H" "F" "D" "C" "C" "B" "N" "D"
"B" "B" "A" "E" "E" "D" "E" "G" "A" "C" "E" "E" "A" "I" "B" "A" "B" "C" "E" "NA" "I" "A" "A" "B" "H" "G" "B" "C" "C" "C" "I" "F" "G" "I" "C" "E" "E" "A" "D" "D" "H" "D" "A" "C" "C" "A" "O" "F"
"I" "E" "A" "F" "F" "C" "E" "I" "A" "A" "F" "A" "D" "A" "I" "F" "B" "F" "F" "NA" "H" "C" "D" "G" "B" "F" "I" "D" "H" "E" "I" "E" "A" "D" "C" "E" "E" "H" "F" "B" "H" "D" "C" "D" "C" "C" "M" "C"
"A" "A" "B" "A" "G" "B" "A" "I" "A" "D" "E" "E" "E" "A" "C" "G" "B" "B" "E" "NA" "I" "A" "C" "D" "E" "F" "G" "A" "B" "B" "F" "D" "E" "I" "D" "F" "E" "C" "B" "A" "H" "B" "D" "E" "C" "A" "M" "D"
"I" "E" "A" "C" "G" "D" "D" "A" "B" "C" "C" "B" "B" "A" "G" "A" "C" "C" "D" "NA" "I" "C" "E" "E" "D" "C" "H" "B" "A" "F" "A" "H" "D" "H" "E" "A" "A" "C" "E" "D" "A" "C" "A" "D" "B" "D" "E" "A"
"E" "B" "A" "E" "B" "C" "E" "I" "B" "D" "E" "F" "C" "B" "A" "A" "C" "B" "A" "S" "G" "A" "F" "J" "D" "E" "I" "A" "C" "G" "B" "C" "A" "H" "E" "C" "C" "G" "D" "D" "F" "F" "D" "H" "A" "D" "R" "E"
"H" "B" "A" "F" "I" "D" "D" "C" "B" "D" "A" "A" "B" "B" "E" "A" "D" "F" "B" "P" "D" "A" "G" "I" "B" "I" "I" "F" "G" "G" "B" "C" "D" "G" "D" "F" "C" "A" "F" "A" "H" "D" "B" "A" "C" "D" "M" "C"
"A" "D" "C" "E" "D" "D" "A" "I" "B" "C" "A" "C" "B" "J" "B" "A" "D" "B" "D" "G" "E" "A" "D" "H" "A" "H" "G" "E" "G" "A" "F" "F" "D" "I" "G" "C" "B" "D" "B" "E" "H" "C" "C" "B" "D" "B" "D" "D"
"E" "E" "A" "D" "H" "D" "D" "G" "A" "D" "E" "F" "E" "J" "I" "D" "C" "G" "E" "NA" "C" "A" "F" "D" "D" "E" "E" "C" "A" "B" "A" "E" "G" "B" "B" "G" "A" "G" "F" "D" "H" "E" "D" "D" "D" "A" "R" "D"
"H" "E" "C" "E" "K" "D" "C" "B" "B" "D" "E" "G" "D" "E" "E" "G" "E" "B" "B" "NA" "B" "A" "D" "B" "C" "B" "B" "C" "E" "C" "E" "C" "F" "C" "H" "E" "F" "I" "A" "C" "F" "D" "B" "B" "C" "B" "D" "B"
"D" "D" "B" "A" "E" "A" "A" "I" "B" "C" "D" "C" "D" "A" "C" "A" "A" "C" "F" "NA" "I" "B" "B" "A" "B" "H" "A" "C" "F" "F" "H" "C" "D" "I" "E" "D" "A" "D" "B" "A" "A" "C" "D" "D" "B" "B" "E" "A"
"B" "E" "A" "C" "A" "A" "G" "I" "B" "C" "D" "C" "E" "A" "J" "G" "C" "F" "D" "NA" "B" "A" "E" "G" "I" "I" "I" "C" "C" "F" "D" "F" "G" "A" "F" "F" "A" "C" "B" "E" "H" "D" "B" "C" "D" "B" "L" "D"
"D" "E" "A" "E" "B" "B" "B" "I" "A" "C" "C" "J" "D" "B" "D" "A" "E" "G" "C" "O" "E" "A" "E" "G" "J" "E" "A" "B" "I" "F" "A" "A" "F" "I" "G" "F" "C" "C" "F" "E" "B" "H" "D" "F" "A" "B" "R" "C"
"B" "D" "C" "D" "C" "E" "G" "I" "A" "B" "F" "F" "C" "G" "G" "A" "A" "E" "C" "NA" "C" "A" "G" "H" "G" "F" "D" "A" "G" "C" "C" "D" "G" "G" "C" "E" "C" "A" "C" "B" "F" "C" "B" "B" "C" "B" "J" "E"
"E" "D" "B" "F" "K" "A" "D" "I" "A" "A" "E" "E" "D" "F" "D" "F" "B" "C" "A" "A" "D" "A" "E" "B" "J" "A" "I" "F" "A" "B" "D" "H" "F" "G" "B" "B" "E" "C" "A" "A" "H" "C" "B" "B" "D" "D" "O" "E"
"A" "E" "B" "D" "E" "B" "A" "G" "A" "D" "F" "A" "E" "J" "A" "H" "D" "F" "F" "NA" "B" "A" "C" "G" "H" "B" "E" "E" "I" "G" "B" "F" "D" "G" "A" "B" "D" "H" "B" "C" "H" "F" "B" "C" "C" "C" "P" "B"
"A" "A" "C" "F" "I" "D" "E" "A" "A" "C" "F" "G" "A" "J" "I" "H" "C" "F" "A" "NA" "H" "B" "C" "H" "H" "D" "I" "B" "E" "F" "E" "A" "F" "I" "B" "G" "C" "A" "F" "A" "A" "C" "A" "D" "A" "B" "E" "B"
"D" "A" "B" "F" "B" "A" "E" "I" "B" "C" "E" "C" "B" "D" "B" "A" "B" "C" "F" "NA" "I" "B" "A" "B" "I" "G" "G" "B" "I" "A" "G" "I" "D" "A" "F" "A" "E" "A" "A" "E" "H" "G" "A" "D" "D" "D" "A" "F"
"I" "C" "C" "C" "E" "A" "B" "A" "A" "E" "A" "C" "D" "A" "D" "A" "B" "E" "E" "NA" "C" "A" "F" "C" "F" "F" "I" "E" "H" "G" "D" "C" "G" "C" "E" "E" "D" "H" "B" "D" "H" "D" "D" "E" "C" "C" "J" "F"
"B" "C" "B" "E" "A" "A" "B" "H" "A" "A" "F" "I" "E" "I" "D" "H" "E" "B" "D" "Q" "C" "A" "G" "E" "A" "A" "I" "C" "C" "C" "C" "A" "G" "C" "D" "D" "D" "D" "B" "E" "H" "C" "A" "E" "D" "A" "I" "D"
