"D" "C" "B" "B" "H" "A" "B" "G" "A" "F" "C" "B" "F" "A" "G" "C" "A" "C" "C" "NA" "A" "C" "A" "F" "F" "H" "C" "F" "A" "C" "D" "A" "A" "E" "H" "C" "E" "I" "G" "D" "A" "E" "A" "D" "A" "A" "L" "B"
"E" "D" "A" "E" "E" "D" "B" "I" "B" "D" "E" "E" "F" "C" "G" "A" "D" "G" "F" "U" "C" "B" "G" "G" "D" "A" "H" "E" "F" "H" "D" "D" "C" "F" "A" "F" "D" "D" "D" "A" "F" "H" "A" "B" "C" "C" "E" "A"
"D" "E" "C" "B" "H" "A" "H" "B" "A" "F" "F" "D" "D" "B" "D" "C" "D" "G" "E" "NA" "E" "B" "C" "G" "F" "D" "H" "E" "G" "G" "D" "H" "E" "D" "G" "D" "A" "I" "E" "E" "H" "B" "C" "D" "C" "B" "G" "C"
"H" "B" "C" "F" "K" "D" "C" "B" "A" "B" "F" "H" "F" "I" "B" "G" "C" "C" "B" "X" "H" "A" "D" "F" "C" "D" "B" "B" "G" "E" "G" "H" "G" "B" "E" "D" "B" "I" "D" "E" "H" "B" "C" "C" "B" "D" "L" "A"
"B" "A" "C" "D" "K" "D" "G" "D" "B" "B" "B" "J" "F" "A" "F" "E" "A" "A" "E" "P" "H" "A" "E" "H" "C" "B" "F" "A" "F" "C" "D" "B" "A" "H" "F" "D" "E" "F" "D" "C" "F" "E" "D" "B" "A" "C" "G" "E"
"H" "A" "C" "E" "E" "E" "F" "A" "B" "F" "F" "H" "E" "F" "I" "C" "C" "F" "B" "L" "E" "A" "E" "H" "J" "C" "A" "A" "C" "G" "D" "B" "F" "G" "D" "C" "F" "F" "D" "C" "H" "D" "C" "B" "C" "A" "R" "D"
"D" "E" "A" "B" "A" "B" "A" "E" "B" "B" "D" "F" "F" "E" "I" "C" "A" "B" "E" "E" "A" "C" "G" "B" "E" "G" "C" "C" "G" "G" "G" "I" "D" "G" "D" "B" "E" "F" "E" "E" "B" "D" "D" "C" "B" "D" "D" "D"
"A" "B" "C" "C" "G" "B" "H" "C" "A" "F" "B" "F" "D" "C" "D" "B" "B" "B" "A" "NA" "I" "A" "A" "B" "B" "B" "H" "A" "D" "C" "D" "D" "C" "H" "D" "G" "D" "F" "D" "B" "H" "A" "A" "H" "C" "B" "E" "E"
"E" "B" "C" "B" "A" "D" "E" "G" "B" "E" "A" "F" "B" "I" "G" "C" "C" "G" "C" "T" "F" "A" "B" "F" "F" "D" "H" "A" "C" "G" "D" "C" "F" "G" "E" "D" "F" "F" "D" "E" "H" "G" "A" "B" "B" "A" "D" "F"
"A" "E" "B" "E" "H" "C" "B" "H" "A" "F" "B" "H" "D" "A" "J" "C" "E" "B" "E" "Y" "D" "C" "E" "G" "B" "C" "B" "D" "H" "C" "D" "J" "C" "H" "E" "F" "F" "F" "D" "A" "B" "F" "C" "D" "D" "C" "S" "F"
"E" "A" "C" "E" "F" "E" "C" "D" "B" "B" "D" "C" "F" "G" "J" "A" "A" "C" "D" "V" "F" "C" "C" "B" "D" "F" "G" "D" "D" "C" "D" "D" "D" "H" "D" "C" "D" "D" "D" "A" "F" "E" "D" "D" "B" "A" "H" "D"
"G" "A" "B" "F" "J" "D" "D" "D" "B" "B" "F" "A" "C" "F" "D" "E" "C" "F" "B" "NA" "C" "B" "F" "F" "F" "I" "D" "B" "E" "G" "B" "G" "A" "I" "C" "E" "B" "I" "D" "D" "B" "E" "D" "B" "D" "C" "L" "F"
"F" "B" "B" "C" "D" "C" "E" "G" "A" "B" "E" "B" "A" "J" "I" "F" "B" "G" "B" "I" "G" "C" "A" "G" "G" "G" "H" "C" "I" "C" "C" "G" "A" "F" "E" "D" "B" "I" "E" "A" "B" "C" "B" "B" "B" "A" "S" "B"
"I" "D" "A" "A" "F" "D" "A" "I" "B" "A" "F" "H" "D" "C" "A" "A" "C" "D" "F" "NA" "A" "C" "A" "B" "F" "D" "H" "F" "D" "F" "G" "D" "A" "E" "E" "C" "F" "G" "E" "E" "H" "D" "A" "B" "B" "B" "A" "A"
"G" "B" "C" "B" "D" "B" "G" "B" "B" "A" "F" "C" "E" "I" "H" "B" "C" "F" "E" "NA" "B" "C" "G" "H" "H" "C" "F" "A" "I" "G" "D" "F" "B" "G" "H" "F" "B" "I" "E" "D" "G" "F" "D" "F" "D" "C" "E" "E"
"H" "B" "C" "D" "K" "D" "A" "G" "B" "F" "D" "I" "B" "F" "F" "C" "D" "D" "D" "NA" "G" "C" "D" "D" "H" "G" "A" "E" "I" "C" "D" "B" "G" "G" "E" "A" "D" "I" "D" "C" "B" "E" "A" "D" "C" "C" "A" "D"
"F" "C" "C" "E" "I" "E" "F" "E" "B" "B" "F" "A" "D" "C" "I" "G" "A" "A" "C" "O" "A" "B" "D" "F" "J" "F" "B" "A" "I" "G" "C" "C" "E" "A" "D" "A" "B" "I" "D" "A" "G" "F" "A" "D" "D" "D" "L" "D"
"G" "A" "B" "C" "K" "B" "B" "D" "B" "B" "F" "B" "B" "G" "G" "B" "E" "G" "A" "NA" "I" "C" "B" "J" "A" "G" "H" "G" "I" "C" "D" "D" "E" "D" "F" "G" "E" "I" "D" "A" "G" "B" "B" "D" "A" "A" "B" "F"
"A" "A" "B" "F" "I" "B" "E" "C" "A" "A" "C" "F" "D" "A" "D" "C" "D" "A" "D" "R" "D" "A" "B" "I" "C" "A" "H" "C" "B" "C" "B" "I" "F" "B" "F" "G" "D" "F" "E" "D" "B" "H" "C" "E" "D" "D" "O" "A"
"F" "E" "B" "B" "J" "C" "B" "H" "A" "B" "D" "F" "A" "G" "I" "C" "D" "A" "A" "G" "I" "A" "G" "A" "D" "B" "G" "B" "E" "G" "A" "D" "B" "E" "F" "E" "A" "B" "E" "B" "B" "H" "C" "D" "D" "A" "H" "F"
"D" "B" "A" "D" "G" "E" "D" "D" "A" "B" "E" "D" "F" "E" "H" "C" "D" "E" "A" "V" "I" "B" "C" "F" "G" "G" "H" "F" "I" "B" "D" "A" "C" "H" "F" "F" "C" "F" "E" "B" "F" "I" "A" "E" "C" "B" "A" "C"
"B" "D" "B" "B" "D" "E" "E" "C" "A" "B" "E" "D" "B" "I" "B" "G" "A" "B" "E" "NA" "D" "C" "E" "G" "J" "E" "H" "G" "F" "G" "D" "D" "E" "E" "E" "E" "E" "I" "E" "B" "H" "B" "C" "B" "C" "D" "E" "E"
"D" "D" "B" "B" "I" "C" "H" "D" "B" "B" "F" "H" "C" "G" "C" "E" "B" "B" "F" "NA" "I" "A" "G" "J" "A" "C" "H" "D" "G" "G" "D" "A" "A" "E" "F" "F" "C" "F" "D" "A" "G" "G" "D" "D" "D" "B" "I" "B"
"D" "C" "B" "E" "B" "A" "A" "G" "B" "B" "F" "F" "B" "C" "E" "C" "B" "G" "E" "M" "E" "C" "D" "E" "E" "A" "H" "A" "C" "E" "B" "G" "G" "E" "A" "E" "B" "I" "E" "D" "G" "E" "D" "D" "D" "B" "S" "C"
"A" "A" "B" "F" "B" "C" "F" "B" "A" "A" "D" "D" "F" "A" "D" "C" "C" "G" "A" "NA" "C" "B" "F" "J" "F" "J" "A" "A" "G" "C" "G" "D" "G" "G" "C" "G" "C" "I" "D" "D" "B" "H" "C" "D" "D" "B" "E" "A"
"I" "A" "B" "F" "I" "D" "C" "C" "B" "F" "C" "I" "F" "C" "I" "G" "B" "C" "D" "Q" "F" "A" "D" "J" "C" "H" "H" "B" "E" "F" "C" "J" "F" "E" "A" "E" "A" "C" "E" "D" "B" "F" "D" "B" "C" "D" "I" "A"
"E" "B" "A" "A" "B" "A" "H" "I" "B" "F" "F" "A" "A" "G" "G" "A" "A" "D" "E" "NA" "B" "A" "C" "I" "H" "A" "A" "A" "C" "G" "D" "I" "D" "H" "G" "A" "F" "F" "A" "C" "G" "E" "D" "A" "D" "D" "S" "C"
"G" "A" "A" "B" "F" "B" "H" "A" "B" "F" "B" "F" "A" "H" "E" "C" "D" "A" "A" "NA" "A" "C" "A" "G" "B" "I" "H" "E" "A" "C" "B" "G" "B" "H" "D" "C" "F" "I" "A" "C" "B" "E" "A" "B" "C" "C" "R" "D"
"F" "B" "A" "B" "F" "C" "E" "I" "B" "A" "F" "D" "C" "G" "D" "C" "C" "E" "B" "NA" "I" "C" "A" "C" "F" "G" "H" "F" "D" "G" "B" "G" "F" "E" "D" "F" "B" "F" "E" "C" "G" "I" "B" "C" "D" "C" "K" "A"
"H" "E" "A" "A" "G" "D" "E" "F" "A" "B" "E" "C" "C" "B" "E" "B" "C" "D" "A" "NA" "G" "C" "F" "D" "G" "H" "A" "D" "H" "C" "F" "F" "A" "F" "F" "D" "F" "I" "D" "B" "H" "I" "C" "B" "C" "D" "E" "C"
"G" "A" "A" "B" "H" "E" "D" "I" "B" "B" "F" "A" "D" "C" "E" "A" "B" "A" "D" "R" "B" "A" "D" "J" "J" "H" "G" "E" "A" "H" "B" "G" "C" "F" "A" "G" "C" "F" "E" "D" "B" "E" "B" "B" "D" "C" "A" "B"
"A" "B" "B" "E" "F" "D" "E" "D" "A" "B" "A" "H" "F" "E" "I" "C" "E" "G" "A" "NA" "B" "A" "E" "H" "J" "D" "H" "A" "I" "C" "D" "F" "G" "D" "F" "F" "B" "B" "D" "D" "F" "E" "B" "E" "C" "A" "E" "A"
"H" "D" "C" "F" "I" "A" "F" "I" "A" "D" "A" "E" "D" "C" "J" "C" "C" "E" "D" "J" "H" "B" "D" "A" "F" "B" "A" "A" "I" "G" "D" "D" "A" "H" "A" "F" "C" "F" "D" "C" "H" "B" "C" "B" "C" "B" "D" "F"
"H" "B" "C" "D" "J" "B" "G" "I" "A" "B" "E" "A" "A" "F" "D" "G" "B" "F" "D" "Y" "A" "A" "B" "G" "C" "B" "H" "E" "A" "C" "D" "G" "F" "H" "D" "G" "F" "B" "D" "B" "F" "A" "C" "C" "D" "D" "L" "E"
"D" "A" "C" "F" "B" "D" "F" "B" "A" "F" "F" "F" "F" "B" "F" "C" "B" "C" "A" "NA" "E" "C" "G" "G" "A" "B" "E" "G" "G" "G" "G" "G" "C" "E" "A" "A" "E" "D" "E" "E" "F" "B" "A" "C" "C" "C" "K" "D"
"C" "A" "C" "B" "J" "B" "E" "C" "B" "F" "F" "H" "A" "B" "J" "C" "D" "G" "F" "NA" "G" "B" "B" "I" "I" "F" "G" "B" "C" "C" "B" "J" "C" "D" "A" "E" "F" "I" "E" "E" "F" "C" "D" "C" "D" "A" "F" "B"
"A" "B" "A" "A" "A" "A" "B" "E" "A" "B" "F" "F" "C" "C" "I" "G" "A" "G" "B" "Q" "A" "B" "A" "I" "I" "B" "H" "B" "C" "H" "D" "G" "A" "C" "B" "C" "F" "F" "E" "C" "B" "E" "A" "F" "D" "B" "A" "A"
"B" "A" "B" "B" "I" "B" "C" "I" "A" "E" "F" "D" "F" "F" "J" "C" "E" "B" "A" "NA" "H" "A" "B" "I" "J" "H" "H" "D" "G" "G" "D" "D" "B" "G" "A" "E" "C" "D" "E" "E" "F" "I" "C" "B" "C" "D" "E" "C"
"E" "B" "B" "B" "J" "A" "A" "A" "A" "F" "E" "E" "B" "C" "A" "C" "B" "A" "B" "NA" "A" "B" "B" "C" "C" "E" "E" "A" "H" "G" "D" "I" "A" "C" "G" "F" "F" "F" "E" "E" "E" "B" "D" "H" "A" "B" "R" "B"
"H" "E" "A" "B" "B" "C" "G" "D" "B" "D" "B" "A" "A" "F" "D" "C" "E" "A" "E" "NA" "E" "B" "E" "J" "A" "I" "H" "C" "A" "G" "B" "E" "E" "H" "A" "B" "D" "F" "D" "E" "F" "C" "D" "B" "A" "D" "R" "C"
"G" "E" "B" "A" "I" "E" "B" "D" "A" "A" "F" "A" "A" "D" "E" "E" "B" "D" "E" "NA" "F" "B" "B" "C" "C" "E" "H" "E" "I" "G" "B" "G" "G" "H" "D" "A" "F" "F" "D" "D" "F" "H" "A" "C" "C" "A" "A" "C"
"E" "E" "C" "F" "F" "A" "C" "G" "A" "B" "B" "A" "E" "A" "B" "A" "E" "D" "F" "P" "G" "C" "G" "I" "J" "I" "F" "B" "F" "G" "D" "B" "G" "E" "H" "D" "F" "F" "E" "D" "H" "F" "A" "C" "B" "A" "S" "C"
