"B" "A" "A" "F" "K" "C" "G" "D" "B" "D" "C" "B" "F" "F" "I" "D" "C" "G" "E" "NA" "I" "A" "B" "D" "H" "G" "I" "C" "B" "G" "A" "J" "B" "B" "G" "G" "C" "B" "C" "E" "F" "E" "C" "A" "B" "D" "R" "C"
"I" "E" "B" "D" "K" "B" "D" "B" "B" "C" "D" "E" "B" "F" "F" "E" "C" "E" "A" "Q" "A" "A" "F" "I" "A" "F" "B" "G" "F" "A" "C" "G" "B" "C" "F" "D" "F" "B" "F" "E" "F" "I" "C" "D" "B" "D" "G" "E"
"A" "D" "B" "D" "F" "E" "H" "B" "A" "A" "E" "A" "A" "B" "I" "C" "E" "D" "E" "L" "B" "B" "G" "J" "F" "H" "H" "C" "H" "D" "F" "E" "G" "D" "E" "D" "C" "G" "A" "E" "G" "C" "A" "F" "D" "D" "O" "B"
"G" "E" "A" "C" "K" "B" "G" "I" "A" "A" "E" "H" "A" "J" "A" "F" "E" "C" "E" "O" "E" "C" "B" "C" "D" "H" "I" "E" "I" "C" "B" "E" "B" "G" "H" "E" "F" "D" "A" "E" "F" "C" "D" "D" "B" "C" "E" "D"
"B" "B" "B" "A" "B" "E" "E" "B" "A" "A" "E" "I" "C" "C" "I" "F" "B" "C" "E" "NA" "A" "A" "F" "J" "H" "E" "H" "B" "E" "H" "D" "J" "B" "D" "A" "B" "A" "G" "C" "A" "B" "G" "C" "B" "D" "C" "O" "B"
"C" "A" "A" "D" "J" "C" "H" "B" "B" "C" "A" "J" "F" "C" "B" "B" "C" "B" "F" "K" "B" "B" "G" "H" "G" "F" "E" "C" "D" "A" "F" "D" "E" "C" "A" "B" "C" "F" "C" "E" "F" "A" "B" "D" "B" "C" "J" "A"
"B" "C" "B" "D" "K" "E" "D" "E" "B" "C" "C" "G" "F" "B" "A" "D" "B" "B" "F" "Z" "E" "A" "F" "G" "H" "A" "C" "D" "F" "E" "A" "G" "F" "H" "H" "A" "C" "B" "E" "E" "F" "I" "A" "F" "B" "A" "G" "E"
"H" "D" "A" "D" "I" "B" "E" "G" "B" "E" "F" "F" "B" "A" "J" "D" "E" "G" "D" "NA" "G" "C" "A" "E" "A" "G" "B" "E" "H" "E" "C" "F" "D" "A" "H" "E" "E" "F" "A" "D" "F" "D" "C" "E" "D" "A" "J" "D"
"E" "C" "C" "E" "G" "D" "G" "A" "A" "C" "B" "F" "B" "A" "H" "C" "C" "F" "C" "NA" "E" "C" "A" "J" "J" "J" "C" "C" "B" "H" "C" "I" "B" "H" "C" "F" "B" "G" "C" "D" "A" "C" "B" "C" "B" "A" "L" "C"
"I" "E" "B" "B" "B" "E" "H" "F" "B" "E" "C" "D" "F" "J" "H" "E" "B" "D" "B" "NA" "F" "A" "E" "F" "H" "A" "C" "D" "E" "A" "C" "H" "G" "E" "C" "G" "C" "F" "E" "C" "E" "A" "A" "B" "D" "C" "E" "E"
"A" "E" "B" "C" "B" "B" "G" "E" "B" "D" "C" "F" "E" "J" "J" "F" "D" "D" "F" "NA" "D" "C" "C" "B" "J" "A" "I" "B" "F" "E" "E" "C" "E" "B" "F" "E" "F" "E" "A" "C" "F" "C" "C" "F" "B" "C" "J" "C"
"I" "E" "A" "B" "A" "B" "F" "B" "B" "D" "E" "A" "C" "I" "J" "B" "B" "D" "C" "NA" "D" "B" "C" "I" "G" "G" "H" "D" "G" "H" "C" "H" "C" "A" "G" "E" "B" "G" "F" "E" "F" "H" "A" "D" "B" "A" "E" "E"
"G" "D" "C" "A" "F" "D" "C" "B" "A" "A" "D" "D" "A" "C" "H" "E" "C" "A" "D" "O" "G" "A" "G" "A" "E" "A" "B" "B" "H" "A" "E" "A" "A" "D" "D" "E" "D" "B" "F" "D" "F" "C" "D" "D" "B" "D" "E" "C"
"B" "C" "A" "D" "I" "E" "E" "D" "A" "A" "E" "B" "C" "D" "J" "B" "A" "A" "B" "NA" "H" "C" "F" "A" "I" "B" "I" "F" "B" "H" "E" "F" "C" "C" "D" "E" "C" "B" "A" "D" "F" "I" "B" "A" "D" "D" "L" "B"
"C" "E" "A" "A" "I" "E" "D" "C" "B" "E" "C" "H" "E" "F" "G" "F" "A" "A" "C" "B" "F" "B" "C" "H" "I" "H" "C" "A" "I" "C" "C" "A" "E" "I" "C" "C" "D" "E" "E" "D" "F" "A" "C" "E" "B" "C" "S" "D"
"B" "B" "B" "E" "B" "B" "G" "F" "A" "D" "D" "B" "F" "J" "F" "C" "C" "D" "C" "NA" "H" "C" "E" "J" "B" "B" "B" "E" "I" "G" "A" "I" "C" "H" "B" "F" "D" "B" "F" "A" "E" "I" "A" "F" "B" "A" "R" "F"
"C" "D" "B" "C" "H" "C" "A" "C" "B" "D" "A" "F" "C" "A" "J" "F" "B" "F" "B" "L" "D" "C" "C" "C" "I" "B" "D" "G" "E" "A" "F" "G" "A" "F" "A" "F" "E" "F" "E" "C" "F" "I" "B" "F" "B" "A" "J" "C"
"F" "E" "B" "A" "I" "B" "B" "F" "A" "A" "E" "B" "C" "J" "D" "A" "C" "G" "A" "P" "I" "A" "E" "F" "H" "E" "I" "A" "E" "A" "H" "E" "B" "F" "A" "E" "F" "E" "A" "D" "G" "E" "D" "A" "D" "B" "J" "E"
"C" "D" "C" "C" "E" "A" "E" "F" "A" "E" "A" "F" "C" "A" "G" "E" "B" "E" "F" "W" "B" "B" "F" "F" "A" "H" "F" "A" "H" "G" "C" "F" "A" "C" "E" "G" "E" "E" "A" "E" "E" "B" "D" "F" "B" "D" "L" "C"
"C" "B" "C" "F" "E" "E" "G" "B" "B" "C" "E" "D" "B" "H" "G" "D" "B" "G" "B" "Y" "C" "B" "D" "J" "I" "F" "H" "G" "G" "G" "C" "H" "A" "C" "E" "G" "C" "A" "F" "E" "E" "C" "A" "D" "B" "A" "B" "A"
"A" "C" "A" "E" "C" "A" "E" "B" "A" "D" "C" "A" "A" "F" "F" "E" "C" "A" "A" "NA" "G" "C" "G" "J" "I" "H" "I" "D" "A" "E" "I" "J" "D" "A" "D" "D" "C" "B" "A" "A" "B" "F" "C" "A" "D" "C" "E" "A"
"H" "B" "B" "C" "G" "E" "B" "G" "A" "A" "A" "J" "D" "F" "D" "E" "B" "A" "E" "NA" "E" "B" "C" "G" "G" "B" "H" "D" "I" "D" "C" "B" "E" "A" "B" "F" "C" "B" "E" "E" "E" "A" "B" "D" "B" "D" "O" "A"
"H" "D" "C" "D" "C" "D" "E" "B" "A" "C" "D" "C" "B" "B" "I" "D" "B" "A" "C" "NA" "B" "C" "B" "D" "I" "J" "I" "B" "I" "G" "C" "G" "C" "E" "B" "D" "E" "B" "F" "D" "G" "D" "C" "A" "D" "A" "R" "C"
"H" "B" "C" "D" "C" "E" "H" "C" "B" "E" "E" "E" "B" "I" "G" "E" "A" "B" "F" "NA" "E" "A" "B" "H" "I" "F" "E" "D" "H" "E" "C" "I" "B" "E" "B" "E" "E" "B" "E" "D" "H" "D" "A" "F" "D" "C" "O" "E"
"B" "B" "B" "D" "K" "E" "G" "H" "A" "E" "D" "I" "C" "H" "G" "D" "C" "F" "B" "NA" "B" "A" "B" "C" "I" "J" "I" "C" "E" "H" "C" "E" "C" "C" "F" "D" "A" "B" "E" "A" "H" "E" "D" "F" "D" "C" "L" "C"
"H" "D" "C" "D" "H" "D" "C" "E" "A" "A" "E" "H" "E" "C" "I" "D" "D" "B" "B" "O" "G" "A" "G" "A" "C" "H" "I" "C" "H" "G" "A" "G" "B" "D" "A" "C" "F" "B" "F" "E" "D" "H" "B" "C" "C" "D" "J" "B"
"C" "B" "C" "E" "D" "D" "D" "H" "B" "D" "D" "F" "B" "J" "D" "F" "C" "D" "D" "K" "G" "C" "B" "I" "A" "C" "G" "E" "H" "E" "C" "I" "G" "G" "A" "E" "A" "F" "C" "B" "F" "I" "B" "E" "D" "A" "R" "C"
"H" "A" "B" "C" "H" "A" "B" "C" "B" "C" "B" "C" "F" "B" "J" "D" "D" "F" "C" "NA" "C" "C" "E" "E" "F" "D" "E" "C" "I" "E" "F" "G" "D" "G" "D" "G" "F" "C" "A" "B" "G" "F" "D" "B" "D" "D" "B" "B"
"E" "E" "A" "A" "E" "D" "B" "A" "B" "C" "A" "J" "F" "B" "A" "E" "E" "G" "A" "NA" "A" "C" "F" "H" "G" "F" "B" "B" "E" "D" "B" "D" "G" "A" "A" "B" "C" "B" "C" "B" "G" "E" "A" "E" "D" "B" "T" "E"
"D" "B" "B" "A" "F" "D" "D" "G" "A" "D" "D" "J" "A" "F" "B" "C" "E" "A" "E" "NA" "G" "B" "F" "A" "C" "I" "C" "E" "E" "G" "C" "E" "B" "H" "E" "E" "C" "B" "F" "D" "E" "I" "D" "F" "B" "A" "B" "E"
"C" "D" "C" "F" "I" "E" "F" "E" "A" "A" "B" "E" "B" "J" "J" "E" "A" "G" "C" "NA" "I" "B" "F" "F" "G" "E" "B" "B" "A" "H" "A" "C" "G" "E" "E" "B" "E" "D" "E" "E" "G" "E" "D" "A" "D" "A" "H" "C"
"D" "E" "C" "D" "D" "E" "H" "A" "A" "C" "A" "E" "E" "B" "F" "D" "B" "B" "C" "NA" "I" "A" "C" "G" "E" "D" "I" "A" "G" "A" "I" "J" "C" "G" "A" "E" "C" "F" "E" "C" "B" "A" "C" "H" "C" "D" "J" "B"
"C" "A" "B" "B" "I" "D" "G" "B" "A" "C" "D" "H" "B" "I" "E" "C" "A" "C" "B" "K" "C" "B" "F" "G" "C" "A" "C" "D" "B" "C" "F" "B" "F" "A" "C" "E" "D" "G" "F" "C" "F" "I" "A" "E" "D" "C" "B" "B"
"G" "C" "B" "F" "I" "D" "B" "A" "A" "C" "D" "F" "F" "I" "B" "B" "A" "G" "C" "NA" "G" "A" "A" "A" "B" "G" "B" "E" "C" "H" "H" "A" "B" "A" "F" "E" "F" "B" "F" "D" "F" "I" "D" "E" "B" "A" "Q" "D"
"C" "C" "C" "B" "G" "E" "H" "E" "B" "D" "B" "G" "C" "J" "B" "E" "D" "C" "D" "NA" "I" "C" "C" "J" "J" "B" "I" "E" "F" "G" "I" "D" "A" "E" "C" "C" "E" "F" "E" "E" "F" "I" "C" "F" "B" "B" "J" "C"
"C" "B" "B" "B" "E" "B" "B" "B" "A" "A" "C" "J" "C" "D" "F" "D" "C" "G" "A" "NA" "G" "A" "G" "D" "J" "I" "B" "E" "B" "H" "F" "A" "C" "C" "C" "A" "C" "F" "C" "A" "C" "C" "C" "E" "B" "B" "E" "A"
"C" "E" "C" "F" "H" "C" "G" "G" "A" "D" "A" "G" "D" "D" "H" "H" "B" "C" "C" "NA" "G" "B" "B" "E" "H" "E" "H" "B" "I" "G" "C" "J" "C" "E" "B" "D" "C" "A" "E" "E" "F" "I" "B" "H" "D" "C" "J" "C"
"A" "A" "C" "F" "J" "E" "D" "D" "A" "C" "C" "F" "E" "F" "C" "H" "B" "F" "F" "W" "E" "C" "F" "G" "J" "A" "I" "A" "H" "H" "F" "C" "B" "I" "C" "A" "F" "B" "E" "A" "B" "A" "A" "A" "D" "B" "J" "B"
"B" "C" "B" "B" "H" "B" "A" "B" "B" "D" "D" "B" "A" "F" "A" "H" "D" "B" "B" "NA" "A" "B" "G" "D" "B" "C" "I" "E" "D" "B" "H" "J" "G" "H" "H" "G" "A" "E" "F" "E" "E" "B" "B" "A" "B" "C" "C" "E"
"F" "B" "A" "B" "H" "D" "B" "F" "B" "E" "A" "G" "E" "C" "H" "C" "C" "A" "F" "Y" "H" "C" "F" "D" "I" "B" "E" "B" "D" "E" "I" "J" "B" "D" "A" "A" "E" "F" "F" "A" "B" "G" "D" "H" "D" "A" "K" "C"
"G" "B" "A" "E" "A" "E" "H" "C" "A" "C" "C" "E" "A" "C" "G" "E" "A" "A" "D" "NA" "C" "A" "B" "G" "E" "C" "B" "F" "E" "G" "I" "D" "E" "A" "A" "C" "A" "F" "E" "C" "E" "A" "C" "A" "B" "D" "H" "E"
"G" "B" "A" "E" "A" "A" "C" "A" "A" "E" "D" "F" "F" "B" "E" "B" "D" "C" "A" "X" "B" "A" "B" "H" "F" "G" "B" "G" "C" "H" "I" "I" "A" "H" "F" "A" "A" "F" "F" "B" "C" "G" "C" "H" "D" "D" "B" "F"
"H" "A" "B" "D" "G" "D" "H" "I" "A" "A" "D" "D" "A" "B" "B" "C" "A" "C" "D" "Q" "G" "A" "D" "A" "I" "G" "I" "D" "F" "H" "F" "E" "C" "G" "E" "A" "F" "F" "F" "E" "E" "A" "A" "D" "B" "D" "H" "F"
"C" "C" "A" "F" "G" "E" "G" "B" "B" "F" "C" "H" "F" "J" "D" "F" "B" "B" "B" "K" "D" "C" "C" "A" "C" "E" "D" "F" "H" "G" "C" "F" "A" "E" "A" "B" "C" "F" "E" "A" "B" "F" "B" "F" "D" "A" "C" "F"
"I" "A" "C" "C" "I" "E" "B" "C" "A" "D" "A" "C" "B" "F" "C" "B" "D" "D" "E" "NA" "C" "C" "D" "C" "B" "J" "H" "D" "I" "H" "C" "A" "E" "I" "D" "G" "E" "F" "E" "C" "H" "B" "B" "F" "D" "C" "J" "D"
"C" "B" "A" "B" "J" "D" "B" "C" "B" "A" "F" "H" "C" "J" "E" "E" "A" "B" "D" "NA" "E" "B" "C" "H" "A" "D" "I" "B" "D" "E" "F" "D" "C" "E" "D" "C" "B" "E" "C" "A" "C" "E" "B" "H" "C" "A" "B" "E"
"F" "B" "C" "E" "F" "D" "D" "D" "A" "E" "D" "A" "F" "A" "G" "E" "B" "F" "C" "W" "I" "C" "D" "C" "I" "F" "H" "E" "B" "A" "C" "H" "F" "I" "C" "E" "A" "E" "F" "D" "H" "H" "C" "F" "D" "C" "B" "B"
"E" "B" "B" "B" "G" "E" "G" "E" "B" "D" "B" "G" "C" "J" "E" "C" "A" "A" "C" "I" "A" "A" "F" "G" "C" "I" "B" "G" "I" "D" "B" "D" "F" "E" "F" "A" "F" "E" "A" "D" "F" "I" "D" "A" "B" "B" "J" "F"
"F" "E" "A" "B" "H" "B" "E" "D" "A" "C" "F" "F" "F" "C" "I" "B" "C" "B" "F" "A" "B" "A" "E" "I" "F" "B" "H" "C" "D" "H" "A" "G" "E" "C" "G" "G" "A" "E" "A" "D" "H" "H" "B" "F" "B" "C" "N" "D"
"D" "D" "C" "E" "E" "A" "B" "A" "B" "E" "E" "B" "E" "J" "D" "C" "D" "F" "E" "NA" "G" "C" "F" "A" "A" "A" "I" "A" "A" "C" "A" "H" "G" "F" "H" "B" "A" "G" "F" "C" "C" "D" "A" "H" "B" "B" "D" "C"
"G" "A" "C" "B" "E" "B" "F" "C" "A" "E" "B" "F" "C" "J" "D" "D" "E" "G" "D" "NA" "G" "A" "G" "A" "A" "I" "I" "C" "E" "H" "E" "B" "F" "A" "B" "E" "A" "B" "A" "E" "H" "A" "D" "F" "D" "B" "O" "A"
