"B" "B" "A" "B" "C" "E" "B" "B" "A" "E" "F" "D" "E" "A" "E" "E" "C" "B" "B" "NA" "C" "A" "C" "F" "C" "B" "E" "A" "I" "E" "A" "H" "A" "C" "D" "C" "E" "G" "E" "D" "C" "B" "C" "H" "B" "B" "J" "E"
"C" "E" "B" "C" "A" "E" "A" "A" "A" "F" "C" "J" "C" "D" "C" "H" "E" "B" "D" "NA" "D" "A" "D" "D" "A" "H" "B" "F" "B" "G" "B" "J" "C" "G" "C" "A" "D" "B" "E" "B" "G" "C" "C" "C" "D" "C" "E" "C"
"I" "B" "C" "D" "B" "E" "D" "B" "B" "E" "F" "F" "C" "J" "A" "E" "C" "A" "B" "NA" "B" "B" "G" "H" "A" "C" "I" "A" "D" "H" "C" "H" "A" "B" "B" "G" "F" "E" "E" "C" "H" "I" "A" "F" "D" "B" "S" "C"
"D" "C" "C" "F" "K" "A" "D" "F" "B" "C" "F" "G" "F" "J" "A" "B" "A" "F" "D" "NA" "A" "C" "F" "F" "A" "D" "D" "F" "G" "C" "A" "A" "G" "G" "F" "F" "B" "G" "C" "C" "E" "I" "B" "B" "D" "C" "I" "C"
"A" "C" "A" "B" "E" "E" "C" "D" "B" "A" "C" "C" "A" "D" "J" "G" "E" "G" "B" "V" "H" "B" "C" "A" "B" "G" "I" "B" "E" "E" "C" "C" "E" "E" "H" "E" "F" "G" "E" "A" "E" "C" "D" "B" "D" "D" "J" "B"
"B" "C" "A" "A" "A" "D" "B" "B" "A" "E" "F" "F" "C" "H" "G" "H" "C" "B" "C" "NA" "E" "B" "D" "J" "C" "A" "C" "A" "I" "H" "A" "D" "G" "A" "F" "G" "A" "B" "C" "D" "H" "C" "D" "G" "D" "D" "H" "B"
"A" "C" "B" "F" "H" "A" "D" "A" "A" "A" "B" "B" "D" "C" "H" "B" "B" "C" "F" "NA" "F" "B" "B" "J" "B" "H" "B" "G" "H" "A" "F" "E" "D" "F" "H" "F" "C" "G" "E" "E" "H" "E" "C" "E" "C" "C" "D" "A"
"F" "E" "B" "E" "K" "E" "D" "E" "B" "A" "A" "J" "A" "B" "J" "F" "B" "F" "B" "F" "A" "C" "C" "B" "D" "J" "C" "E" "D" "A" "C" "A" "G" "H" "E" "C" "B" "D" "E" "A" "F" "C" "C" "E" "D" "B" "E" "C"
"B" "C" "B" "F" "C" "E" "E" "B" "A" "D" "E" "E" "F" "C" "A" "F" "D" "G" "A" "NA" "F" "C" "A" "C" "A" "I" "A" "A" "F" "A" "C" "D" "F" "D" "E" "F" "F" "E" "C" "E" "H" "C" "C" "F" "D" "A" "E" "E"
"B" "B" "C" "D" "K" "E" "F" "G" "A" "C" "C" "B" "C" "C" "G" "C" "E" "C" "A" "NA" "B" "A" "D" "I" "D" "A" "H" "B" "F" "A" "F" "H" "C" "D" "H" "F" "B" "B" "E" "A" "E" "A" "C" "F" "C" "C" "R" "C"
