"C" "A" "D" "A" "A" "D" "C" "A" "B" "A" "B" "B" "A" "A" "B" "B" "A" "B" "C" "C" "B" "B" "C" "C" "C" "E" "J" "B" "B" "B" "A" "C" "C" "B" "C" "C" "C" "D" "D" "B" "E" "C" "A" "A" "D" "A" "C" "B" "A" "A" "F" "A" "B" "B" "A" "F"
"C" "A" "B" "D" "B" "D" "A" "A" "B" "A" "C" "A" "C" "C" "A" "B" "B" "B" "B" "C" "B" "B" "B" "A" "C" "E" "G" "B" "B" "C" "A" "B" "C" "B" "B" "B" "D" "D" "D" "C" "J" "B" "B" "B" "B" "C" "C" "C" "C" "B" "D" "B" "D" "B" "A" "E"
"D" "D" "D" "D" "B" "D" "D" "C" "C" "A" "C" "A" "A" "C" "C" "A" "A" "C" "B" "B" "C" "B" "D" "C" "C" "E" "J" "A" "B" "B" "A" "C" "C" "C" "B" "B" "A" "C" "D" "C" "J" "B" "C" "B" "E" "B" "C" "A" "A" "A" "E" "B" "A" "A" "B" "D"
"C" "A" "C" "D" "D" "D" "B" "C" "C" "A" "B" "C" "A" "C" "A" "A" "A" "B" "A" "C" "B" "B" "D" "A" "C" "E" "I" "B" "B" "B" "C" "B" "C" "B" "A" "B" "D" "D" "C" "B" "B" "C" "A" "B" "F" "D" "C" "B" "C" "A" "B" "B" "B" "A" "A" "E"
"C" "A" "D" "B" "B" "A" "A" "C" "D" "B" "C" "B" "A" "B" "C" "A" "B" "C" "A" "A" "C" "B" "A" "A" "B" "E" "H" "A" "B" "B" "C" "D" "B" "B" "C" "C" "A" "B" "D" "D" "G" "B" "C" "C" "E" "C" "A" "A" "D" "A" "E" "A" "A" "C" "B" "E"
"C" "A" "D" "D" "D" "B" "D" "A" "B" "A" "C" "A" "A" "A" "C" "A" "A" "B" "C" "A" "A" "B" "D" "C" "C" "E" "B" "B" "D" "C" "B" "D" "C" "B" "C" "A" "C" "D" "C" "B" "A" "C" "A" "A" "F" "C" "A" "B" "C" "B" "B" "A" "B" "D" "B" "F"
"B" "D" "D" "C" "B" "D" "D" "A" "C" "B" "C" "A" "C" "B" "B" "B" "A" "B" "C" "C" "B" "B" "C" "C" "C" "E" "G" "B" "D" "B" "A" "D" "C" "B" "B" "A" "E" "D" "D" "D" "A" "A" "A" "A" "F" "A" "C" "B" "C" "A" "B" "A" "B" "A" "A" "F"
"A" "A" "D" "A" "A" "B" "A" "D" "C" "A" "C" "A" "C" "B" "A" "B" "A" "A" "B" "A" "C" "B" "C" "B" "C" "E" "K" "B" "B" "C" "A" "D" "C" "C" "A" "C" "C" "D" "B" "B" "K" "A" "C" "C" "D" "B" "A" "A" "A" "B" "F" "B" "D" "A" "B" "D"
"B" "A" "A" "B" "A" "C" "A" "D" "C" "C" "C" "C" "A" "B" "A" "A" "B" "B" "A" "C" "C" "A" "A" "A" "B" "B" "I" "B" "C" "B" "A" "A" "B" "B" "B" "B" "E" "D" "D" "D" "G" "B" "A" "B" "F" "A" "C" "B" "C" "B" "F" "B" "B" "C" "B" "E"
"C" "A" "D" "C" "D" "A" "A" "D" "C" "A" "A" "C" "C" "A" "C" "D" "A" "A" "C" "A" "B" "C" "A" "A" "A" "B" "I" "A" "B" "B" "B" "D" "C" "B" "B" "C" "E" "D" "D" "B" "B" "A" "C" "A" "C" "D" "A" "C" "A" "C" "E" "B" "C" "B" "B" "D"
