"B" "A" "C" "C" "A" "B" "C"
"B" "C" "C" "A" "A" "A" "C"
"B" "A" "C" "A" "B" "B" "C"
"B" "A" "C" "C" "A" "B" "C"
"A" "A" "C" "A" "B" "A" "C"
"A" "A" "C" "C" "A" "B" "C"
"B" "A" "C" "A" "A" "B" "C"
"B" "A" "C" "C" "A" "A" "C"
"B" "A" "C" "C" "A" "B" "B"
"B" "A" "C" "C" "A" "A" "B"
"B" "A" "C" "C" "A" "A" "C"
"B" "A" "B" "C" "A" "B" "C"
"A" "A" "C" "C" "A" "A" "C"
"B" "A" "C" "C" "A" "A" "B"
"B" "A" "C" "B" "B" "B" "C"
"B" "A" "C" "C" "A" "A" "C"
"B" "A" "C" "B" "A" "A" "C"
"B" "A" "C" "B" "B" "B" "C"
"B" "A" "B" "B" "A" "A" "B"
"B" "C" "B" "A" "A" "A" "A"
"A" "A" "C" "C" "A" "B" "B"
"B" "A" "C" "C" "A" "A" "C"
"B" "A" "B" "C" "A" "A" "C"
"B" "A" "C" "A" "B" "B" "C"
"B" "A" "C" "C" "A" "A" "C"
"B" "A" "C" "C" "A" "B" "C"
"B" "A" "A" "C" "A" "B" "A"
"B" "A" "A" "B" "B" "B" "C"
"B" "C" "C" "C" "B" "B" "B"
"B" "C" "B" "C" "B" "B" "C"
"B" "A" "C" "C" "B" "B" "C"
"B" "A" "B" "C" "A" "A" "C"
"B" "C" "B" "C" "B" "B" "C"
"B" "C" "B" "C" "B" "B" "C"
"B" "A" "A" "A" "B" "B" "C"
"B" "A" "A" "B" "B" "B" "C"
"B" "A" "C" "C" "A" "A" "C"
"B" "A" "A" "C" "A" "A" "C"
"B" "A" "B" "B" "B" "B" "C"
"B" "A" "C" "A" "B" "B" "C"
"B" "C" "C" "C" "B" "B" "B"
"B" "A" "C" "C" "A" "A" "C"
"B" "B" "C" "C" "A" "A" "C"
"B" "A" "C" "C" "A" "B" "C"
"B" "C" "C" "C" "B" "B" "C"
"B" "A" "B" "C" "B" "B" "C"
"B" "A" "C" "C" "B" "B" "B"
"B" "A" "C" "C" "B" "B" "A"
"B" "A" "A" "A" "B" "B" "B"
"B" "A" "C" "C" "A" "A" "B"
