"B" "A" "A" "A" "A" "B" "A"
"B" "B" "A" "B" "A" "B" "A"
"A" "B" "B" "A" "A" "A" "C"
"A" "B" "B" "B" "A" "B" "A"
"C" "B" "B" "B" "A" "A" "A"
"B" "A" "A" "B" "A" "C" "B"
"B" "C" "A" "B" "B" "C" "A"
"A" "B" "B" "A" "B" "A" "C"
"C" "A" "B" "B" "A" "C" "B"
"B" "A" "A" "B" "B" "C" "A"
"C" "A" "A" "B" "B" "B" "A"
"C" "B" "B" "B" "A" "C" "A"
"C" "B" "B" "B" "A" "B" "A"
"A" "B" "B" "B" "A" "C" "C"
"C" "B" "B" "A" "A" "B" "A"
"B" "B" "A" "B" "B" "C" "A"
"A" "B" "B" "A" "A" "A" "C"
"A" "B" "B" "B" "A" "B" "A"
"B" "B" "A" "B" "B" "C" "A"
"C" "A" "B" "B" "A" "B" "B"
"B" "B" "A" "B" "A" "C" "A"
"B" "B" "A" "B" "A" "A" "A"
"A" "B" "A" "B" "B" "C" "C"
"A" "B" "B" "A" "A" "C" "A"
"C" "B" "B" "B" "A" "C" "A"
"C" "B" "A" "B" "A" "B" "A"
"B" "B" "A" "B" "B" "C" "A"
"C" "B" "A" "B" "A" "C" "B"
"A" "B" "A" "B" "A" "C" "C"
"A" "B" "B" "A" "B" "A" "A"
"A" "B" "B" "A" "B" "C" "C"
"A" "B" "A" "B" "A" "C" "C"
"B" "B" "A" "B" "B" "B" "A"
"C" "B" "B" "A" "A" "A" "B"
"A" "B" "B" "A" "B" "B" "C"
"B" "B" "A" "B" "B" "C" "A"
"A" "B" "B" "A" "A" "C" "C"
"A" "B" "A" "B" "A" "A" "A"
"B" "B" "A" "B" "A" "A" "A"
"C" "B" "B" "B" "A" "C" "A"
"A" "B" "B" "B" "A" "C" "A"
"B" "B" "A" "B" "B" "B" "A"
"C" "B" "A" "B" "A" "B" "A"
"B" "B" "A" "B" "B" "B" "A"
"A" "B" "A" "B" "B" "C" "C"
"B" "A" "A" "B" "B" "C" "A"
"A" "B" "B" "B" "B" "C" "A"
"A" "B" "A" "B" "A" "C" "C"
"C" "B" "B" "A" "B" "C" "B"
"B" "B" "A" "B" "B" "B" "A"
