"B" "A" "B" "C" "A" "A" "C"
"B" "A" "B" "C" "A" "B" "C"
"B" "C" "C" "A" "B" "B" "C"
"B" "A" "B" "C" "B" "B" "C"
"B" "A" "C" "C" "A" "A" "C"
"B" "C" "B" "C" "B" "B" "C"
"B" "A" "C" "C" "A" "B" "B"
"A" "A" "C" "C" "A" "B" "B"
"B" "C" "B" "C" "B" "B" "B"
"B" "A" "C" "C" "B" "C" "C"
"B" "A" "C" "C" "A" "A" "C"
"B" "A" "C" "C" "A" "B" "C"
"B" "A" "C" "C" "B" "B" "C"
"B" "A" "C" "C" "A" "B" "C"
"B" "A" "C" "B" "A" "B" "C"
"B" "A" "C" "B" "B" "A" "C"
"B" "A" "A" "C" "A" "B" "C"
"B" "A" "C" "C" "A" "A" "C"
"B" "A" "B" "C" "A" "A" "C"
"B" "A" "C" "C" "A" "A" "C"
"B" "A" "B" "C" "B" "B" "C"
"B" "A" "C" "C" "A" "B" "A"
"B" "C" "C" "C" "B" "B" "B"
"B" "A" "B" "C" "A" "B" "C"
"B" "A" "C" "C" "A" "A" "C"
"B" "A" "B" "C" "A" "B" "C"
"A" "A" "C" "A" "B" "B" "C"
"B" "A" "B" "C" "A" "A" "C"
"B" "A" "C" "C" "A" "A" "B"
"B" "C" "A" "C" "B" "B" "C"
"B" "A" "B" "C" "B" "B" "B"
"B" "A" "C" "A" "B" "B" "B"
"B" "A" "C" "C" "A" "A" "C"
"B" "C" "C" "A" "A" "B" "C"
"B" "C" "A" "C" "B" "B" "C"
"B" "C" "C" "C" "B" "B" "C"
"B" "C" "C" "C" "B" "B" "C"
"B" "A" "C" "A" "B" "B" "C"
"B" "A" "C" "C" "A" "A" "C"
"A" "A" "C" "C" "A" "B" "C"
"B" "A" "B" "A" "B" "B" "C"
"B" "A" "C" "C" "B" "B" "B"
"B" "C" "A" "C" "A" "A" "C"
"B" "A" "C" "C" "A" "B" "C"
"B" "A" "B" "C" "A" "A" "C"
"B" "A" "C" "C" "A" "A" "C"
"B" "C" "A" "C" "B" "B" "C"
"B" "A" "C" "C" "B" "B" "C"
"A" "C" "C" "C" "A" "B" "C"
"B" "C" "C" "C" "B" "B" "C"
