"B" "A" "C" "C" "B" "B" "C"
"B" "A" "B" "A" "B" "C" "C"
"B" "A" "B" "C" "B" "C" "C"
"B" "A" "B" "C" "A" "A" "C"
"B" "C" "C" "A" "A" "C" "C"
"B" "A" "A" "A" "B" "B" "B"
"B" "C" "C" "C" "A" "B" "C"
"B" "A" "B" "B" "B" "B" "C"
"B" "A" "B" "C" "A" "A" "C"
"B" "A" "C" "A" "B" "B" "C"
"B" "A" "C" "C" "A" "A" "C"
"B" "A" "C" "C" "B" "B" "C"
"B" "C" "B" "C" "B" "B" "C"
"B" "A" "C" "C" "A" "A" "B"
"B" "A" "B" "C" "A" "A" "C"
"B" "A" "C" "C" "A" "B" "C"
"B" "A" "C" "C" "B" "B" "C"
"B" "A" "B" "C" "A" "A" "C"
"B" "A" "C" "C" "A" "A" "C"
"B" "A" "C" "C" "A" "A" "C"
"B" "A" "C" "C" "A" "B" "A"
"B" "A" "C" "C" "A" "A" "A"
"B" "A" "C" "C" "A" "A" "A"
"B" "A" "B" "C" "B" "B" "A"
"B" "A" "C" "C" "B" "B" "C"
"B" "A" "C" "C" "A" "B" "C"
"B" "A" "B" "C" "A" "B" "B"
"B" "B" "A" "C" "B" "B" "C"
"B" "B" "B" "C" "A" "C" "C"
"B" "A" "C" "B" "B" "A" "C"
"B" "C" "C" "C" "B" "B" "C"
"B" "A" "C" "C" "A" "B" "C"
"B" "C" "B" "B" "B" "B" "C"
"B" "A" "B" "C" "A" "B" "C"
"B" "A" "B" "C" "A" "B" "C"
"B" "A" "C" "C" "A" "A" "C"
"B" "A" "C" "C" "A" "A" "C"
"B" "A" "C" "C" "A" "B" "C"
"B" "A" "C" "C" "A" "B" "C"
"B" "A" "B" "C" "A" "B" "C"
"B" "A" "C" "A" "A" "A" "C"
"B" "A" "C" "A" "A" "A" "C"
"B" "A" "C" "C" "A" "A" "C"
"B" "C" "C" "B" "B" "B" "C"
"B" "A" "A" "A" "B" "B" "C"
"B" "C" "C" "C" "B" "B" "B"
"B" "A" "B" "C" "A" "A" "B"
"B" "A" "A" "C" "A" "B" "C"
"B" "A" "C" "B" "B" "B" "B"
"B" "A" "B" "C" "A" "B" "C"
