"E" "B" "D" "B" "A" "B" "A" "B" "E" "B" "E" "E" "B" "A" "A" "A" "A" "C" "A" "A" "D" "A" "B" "A" "A" "A" "C" "E" "A" "D" "E" "C" "B" "C" "C" "B" "B" "B" "F" "B" "A" "A" "B" "D" "A" "B" "E" "D" "B" "B"
"E" "B" "C" "C" "B" "B" "B" "B" "B" "B" "D" "A" "B" "E" "D" "A" "D" "C" "A" "C" "C" "A" "B" "D" "B" "A" "B" "A" "A" "B" "D" "A" "C" "C" "D" "B" "B" "B" "C" "B" "B" "B" "A" "D" "A" "A" "D" "D" "B" "D"
"E" "B" "E" "B" "B" "B" "A" "B" "E" "B" "B" "C" "A" "F" "F" "B" "C" "C" "A" "B" "D" "B" "A" "B" "B" "A" "B" "D" "C" "A" "E" "C" "C" "B" "E" "A" "A" "C" "D" "B" "A" "B" "C" "A" "A" "A" "B" "C" "B" "C"
"A" "B" "E" "A" "C" "A" "B" "A" "D" "B" "B" "A" "C" "A" "E" "B" "D" "B" "A" "C" "A" "A" "B" "C" "B" "B" "B" "D" "B" "C" "D" "D" "C" "A" "E" "D" "B" "C" "D" "B" "A" "A" "A" "C" "A" "A" "B" "B" "B" "C"
"B" "A" "A" "D" "D" "B" "B" "B" "B" "B" "F" "D" "A" "B" "F" "A" "A" "C" "A" "B" "D" "B" "A" "D" "A" "B" "A" "B" "A" "A" "A" "D" "A" "C" "A" "B" "B" "C" "E" "B" "B" "A" "A" "D" "C" "B" "C" "D" "B" "C"
"B" "C" "C" "C" "B" "B" "B" "B" "D" "B" "E" "C" "A" "E" "D" "A" "C" "B" "C" "A" "D" "B" "A" "D" "A" "A" "B" "A" "C" "D" "E" "C" "A" "B" "C" "C" "B" "C" "F" "B" "A" "A" "A" "C" "B" "B" "E" "C" "B" "C"
"E" "B" "A" "C" "D" "A" "A" "B" "A" "B" "C" "A" "C" "E" "F" "B" "B" "A" "C" "A" "D" "B" "B" "D" "A" "A" "B" "A" "B" "E" "A" "B" "C" "B" "E" "C" "B" "B" "B" "A" "B" "A" "A" "D" "A" "A" "B" "D" "B" "E"
"E" "B" "F" "D" "C" "A" "A" "A" "B" "B" "B" "A" "B" "C" "D" "A" "D" "C" "A" "C" "D" "B" "A" "C" "A" "B" "D" "A" "C" "C" "C" "A" "C" "C" "E" "D" "A" "B" "A" "B" "A" "A" "B" "C" "C" "B" "A" "C" "B" "D"
"E" "C" "A" "D" "A" "A" "B" "A" "E" "A" "F" "E" "B" "C" "C" "A" "C" "C" "A" "A" "B" "A" "B" "C" "A" "B" "A" "B" "A" "B" "B" "D" "C" "A" "B" "D" "A" "B" "F" "B" "A" "A" "B" "C" "A" "A" "E" "A" "B" "D"
"E" "B" "A" "B" "A" "A" "A" "B" "B" "B" "B" "B" "A" "F" "B" "A" "D" "A" "A" "B" "B" "B" "B" "D" "A" "B" "D" "B" "C" "C" "A" "A" "C" "A" "C" "C" "B" "B" "B" "B" "B" "B" "A" "D" "C" "B" "C" "A" "B" "D"
