"C" "A" "B" "B" "A" "A" "C" "E" "E" "A" "B" "B" "A" "A" "B" "C" "F" "A" "B" "A" "A" "C" "C" "A" "D" "B" "C" "A" "B" "F" "B" "A" "C" "E" "A" "B" "B" "D" "B" "B" "A" "A" "B" "A" "A" "C" "A" "D" "A" "C"
"B" "B" "B" "D" "E" "C" "C" "B" "D" "C" "C" "B" "B" "C" "B" "C" "A" "A" "D" "C" "B" "E" "C" "A" "B" "B" "C" "A" "C" "A" "B" "A" "D" "E" "C" "B" "B" "B" "A" "B" "C" "A" "B" "A" "D" "E" "B" "B" "E" "D"
"B" "B" "A" "E" "B" "D" "D" "B" "D" "C" "C" "A" "B" "C" "B" "C" "B" "C" "C" "E" "B" "C" "C" "A" "B" "A" "C" "D" "A" "F" "A" "A" "E" "E" "D" "C" "A" "D" "A" "B" "B" "B" "A" "A" "E" "B" "A" "B" "A" "C"
"B" "B" "B" "D" "C" "A" "E" "A" "B" "B" "B" "A" "A" "A" "B" "A" "C" "A" "C" "E" "B" "E" "D" "A" "E" "A" "B" "A" "B" "B" "B" "A" "B" "C" "D" "A" "A" "E" "B" "A" "C" "D" "B" "B" "C" "A" "C" "B" "D" "C"
"B" "A" "A" "D" "C" "B" "D" "B" "C" "C" "C" "B" "C" "A" "C" "C" "E" "A" "C" "B" "B" "C" "D" "E" "A" "B" "C" "B" "B" "C" "C" "B" "C" "A" "B" "A" "A" "D" "B" "B" "C" "D" "A" "A" "B" "E" "B" "B" "C" "B"
"B" "B" "B" "A" "D" "B" "E" "C" "E" "B" "C" "B" "D" "A" "B" "C" "D" "A" "B" "B" "B" "E" "E" "B" "C" "B" "B" "B" "C" "D" "C" "B" "A" "E" "D" "D" "A" "D" "B" "B" "B" "F" "A" "A" "A" "F" "A" "D" "E" "C"
"B" "B" "B" "E" "F" "C" "A" "E" "A" "C" "B" "B" "A" "D" "E" "C" "D" "B" "B" "B" "B" "E" "B" "A" "C" "B" "D" "B" "B" "A" "F" "B" "E" "C" "D" "A" "A" "C" "B" "A" "A" "D" "B" "B" "F" "F" "B" "D" "F" "D"
"B" "A" "A" "A" "F" "A" "A" "B" "C" "D" "B" "B" "D" "A" "E" "A" "E" "A" "B" "D" "A" "E" "E" "B" "D" "A" "E" "D" "C" "B" "F" "B" "E" "A" "D" "B" "B" "A" "B" "A" "C" "E" "B" "B" "D" "C" "A" "D" "A" "B"
"C" "B" "A" "E" "A" "B" "B" "B" "A" "B" "A" "A" "D" "A" "C" "C" "B" "B" "C" "D" "B" "C" "C" "A" "D" "B" "E" "B" "C" "B" "F" "A" "E" "C" "C" "C" "A" "C" "A" "A" "B" "E" "B" "B" "C" "E" "B" "B" "A" "D"
"B" "B" "B" "A" "C" "C" "A" "B" "A" "B" "C" "A" "B" "B" "E" "C" "B" "A" "B" "E" "A" "C" "C" "A" "C" "B" "E" "D" "A" "A" "C" "B" "A" "A" "D" "B" "B" "C" "B" "B" "E" "E" "B" "A" "C" "B" "C" "B" "C" "A"
"C" "B" "B" "C" "E" "A" "A" "E" "C" "C" "B" "B" "A" "A" "E" "A" "D" "B" "D" "A" "A" "A" "A" "C" "D" "A" "D" "D" "B" "F" "A" "A" "E" "D" "C" "C" "B" "C" "A" "B" "A" "B" "A" "B" "D" "A" "B" "B" "A" "B"
"B" "B" "B" "A" "D" "B" "D" "C" "C" "D" "B" "B" "C" "D" "C" "C" "E" "A" "B" "B" "A" "E" "A" "B" "B" "B" "B" "B" "B" "F" "F" "A" "E" "E" "A" "D" "B" "B" "B" "B" "A" "A" "A" "A" "E" "D" "B" "D" "E" "B"
"B" "B" "A" "C" "E" "D" "A" "C" "A" "A" "C" "B" "D" "C" "B" "C" "B" "A" "C" "C" "B" "E" "C" "E" "A" "B" "C" "B" "A" "B" "A" "A" "C" "C" "C" "B" "A" "A" "B" "A" "E" "B" "A" "A" "C" "E" "B" "B" "F" "C"
"B" "A" "A" "C" "C" "B" "C" "D" "B" "D" "C" "A" "A" "A" "B" "C" "E" "B" "D" "A" "B" "E" "D" "D" "E" "B" "D" "D" "C" "C" "E" "B" "B" "D" "A" "C" "B" "D" "A" "B" "D" "E" "B" "A" "D" "E" "A" "D" "D" "C"
"B" "A" "A" "C" "B" "D" "C" "C" "D" "A" "C" "B" "C" "C" "B" "C" "E" "A" "B" "C" "B" "A" "E" "C" "C" "A" "C" "B" "C" "E" "B" "A" "E" "C" "C" "B" "B" "D" "B" "A" "A" "F" "B" "A" "A" "B" "B" "D" "A" "C"
"B" "A" "A" "A" "C" "A" "C" "D" "C" "D" "C" "A" "A" "A" "B" "A" "B" "B" "D" "F" "A" "E" "A" "C" "E" "A" "E" "B" "B" "D" "E" "B" "B" "A" "B" "C" "A" "C" "A" "B" "C" "F" "B" "A" "E" "F" "B" "D" "A" "B"
"B" "B" "A" "C" "C" "B" "E" "C" "B" "B" "C" "B" "B" "A" "A" "C" "B" "A" "A" "F" "B" "E" "A" "C" "A" "A" "E" "B" "A" "F" "E" "A" "A" "E" "B" "B" "A" "E" "B" "A" "B" "A" "A" "A" "E" "E" "C" "B" "A" "C"
"C" "A" "B" "C" "D" "C" "E" "C" "B" "A" "B" "B" "C" "B" "A" "A" "C" "A" "C" "D" "A" "A" "A" "C" "E" "A" "D" "B" "C" "F" "F" "A" "C" "B" "C" "C" "A" "E" "B" "B" "C" "B" "A" "A" "F" "C" "C" "D" "E" "C"
"C" "B" "A" "E" "B" "C" "A" "E" "E" "D" "C" "B" "A" "A" "A" "C" "B" "B" "C" "B" "A" "E" "B" "B" "D" "A" "A" "D" "A" "E" "C" "B" "E" "B" "C" "A" "B" "E" "A" "B" "A" "D" "B" "B" "A" "E" "C" "D" "B" "D"
"B" "A" "A" "C" "C" "A" "A" "A" "A" "D" "C" "B" "D" "A" "D" "C" "C" "B" "D" "D" "A" "D" "D" "E" "B" "B" "D" "A" "C" "B" "E" "A" "D" "D" "A" "B" "B" "A" "A" "A" "C" "A" "A" "B" "F" "C" "A" "B" "F" "A"
"A" "B" "A" "A" "C" "D" "B" "D" "E" "A" "B" "B" "A" "C" "C" "A" "B" "B" "B" "E" "A" "C" "B" "D" "F" "A" "C" "B" "B" "B" "A" "A" "E" "A" "C" "B" "A" "C" "B" "B" "D" "D" "B" "B" "C" "E" "B" "B" "E" "D"
"B" "B" "B" "A" "F" "A" "F" "A" "D" "C" "A" "A" "A" "A" "A" "C" "D" "B" "A" "E" "B" "E" "D" "E" "A" "B" "C" "D" "C" "B" "B" "B" "C" "D" "C" "D" "B" "C" "B" "B" "E" "E" "A" "A" "C" "E" "A" "B" "D" "C"
"B" "A" "A" "D" "B" "A" "C" "A" "E" "B" "C" "B" "C" "A" "D" "C" "C" "B" "B" "B" "A" "C" "D" "B" "A" "B" "E" "D" "B" "B" "D" "B" "C" "C" "C" "C" "A" "E" "B" "B" "B" "A" "A" "B" "C" "E" "B" "B" "E" "D"
"B" "A" "B" "E" "B" "D" "E" "B" "B" "B" "A" "A" "C" "C" "A" "C" "A" "C" "D" "C" "B" "C" "D" "B" "F" "B" "D" "B" "C" "C" "C" "A" "B" "D" "B" "C" "A" "B" "B" "A" "E" "D" "A" "B" "B" "A" "A" "D" "D" "B"
