"B" "E" "B" "B" "C" "C" "A" "A" "C" "C" "D" "B" "B" "A" "A" "B" "C" "A" "A" "B" "A" "A" "A" "D" "A" "C" "A" "B" "B" "D" "A" "B" "C" "B" "A" "D" "E" "C" "A" "A" "C" "D" "A" "C" "C" "B" "C" "F" "B" "D"
"C" "C" "B" "C" "C" "C" "A" "D" "A" "C" "D" "C" "A" "C" "C" "B" "C" "A" "B" "D" "A" "A" "C" "A" "C" "C" "D" "B" "C" "B" "C" "B" "C" "B" "C" "D" "E" "A" "A" "B" "C" "E" "B" "C" "B" "B" "E" "E" "D" "C"
"A" "C" "B" "C" "A" "F" "A" "D" "A" "C" "A" "D" "B" "A" "C" "B" "C" "C" "C" "D" "B" "B" "A" "C" "A" "C" "C" "C" "A" "E" "C" "D" "B" "A" "B" "E" "C" "C" "B" "B" "C" "E" "B" "D" "B" "B" "E" "B" "C" "C"
"B" "C" "B" "D" "A" "C" "A" "D" "B" "C" "B" "D" "A" "A" "B" "B" "C" "B" "A" "D" "A" "A" "E" "C" "B" "C" "B" "C" "A" "D" "B" "D" "B" "A" "A" "B" "B" "C" "A" "B" "C" "C" "F" "B" "C" "B" "B" "E" "A" "C"
"C" "F" "D" "D" "C" "E" "D" "D" "A" "B" "C" "C" "D" "A" "B" "B" "C" "B" "A" "D" "B" "A" "C" "A" "A" "A" "A" "B" "C" "C" "A" "D" "A" "A" "B" "B" "D" "C" "B" "B" "A" "E" "B" "C" "A" "B" "A" "E" "B" "C"
"C" "C" "B" "C" "C" "B" "B" "E" "B" "C" "A" "A" "A" "B" "D" "B" "A" "D" "C" "D" "B" "B" "F" "C" "C" "D" "A" "A" "D" "B" "A" "C" "B" "A" "F" "E" "A" "A" "B" "B" "A" "E" "F" "B" "C" "B" "B" "F" "B" "B"
"C" "C" "C" "D" "B" "D" "C" "A" "B" "C" "E" "D" "C" "B" "A" "B" "A" "B" "A" "B" "A" "A" "C" "C" "A" "C" "B" "B" "C" "E" "C" "B" "A" "B" "A" "B" "B" "A" "A" "B" "C" "E" "A" "D" "B" "B" "D" "E" "C" "E"
"A" "E" "B" "D" "B" "D" "C" "D" "B" "D" "C" "C" "B" "C" "A" "B" "C" "D" "B" "A" "A" "A" "F" "C" "E" "A" "A" "A" "D" "D" "B" "B" "B" "A" "C" "D" "C" "C" "A" "A" "B" "E" "A" "D" "C" "B" "D" "E" "D" "A"
"A" "C" "B" "C" "C" "F" "D" "E" "B" "A" "A" "D" "D" "B" "C" "B" "C" "B" "C" "A" "A" "A" "D" "B" "D" "E" "D" "A" "B" "B" "D" "C" "B" "B" "C" "A" "C" "C" "A" "B" "B" "E" "A" "D" "B" "A" "C" "D" "F" "B"
"A" "C" "C" "D" "B" "F" "A" "A" "B" "B" "A" "D" "E" "B" "B" "B" "C" "D" "C" "D" "B" "A" "B" "D" "A" "E" "D" "A" "A" "A" "C" "D" "B" "A" "E" "E" "C" "C" "A" "B" "A" "E" "A" "C" "A" "A" "F" "A" "F" "C"
