"B" "C" "C" "B" "A" "B" "B" "B" "A" "B" "F" "A" "B" "D" "B" "B" "C" "C" "A" "C" "B" "A" "B" "B" "B" "A" "B" "A" "C" "A" "B" "D" "B" "B" "A" "D" "A" "B" "C" "B" "A" "B" "B" "D" "A" "B" "A" "A" "B" "D"
"E" "B" "A" "D" "A" "A" "A" "A" "B" "B" "F" "A" "B" "D" "C" "B" "D" "B" "A" "B" "B" "A" "B" "D" "A" "A" "B" "E" "C" "D" "C" "B" "A" "A" "A" "A" "B" "D" "F" "B" "B" "B" "D" "B" "B" "A" "A" "C" "C" "E"
"E" "B" "C" "B" "B" "A" "B" "B" "A" "B" "B" "E" "B" "F" "D" "A" "A" "A" "A" "C" "A" "B" "B" "B" "B" "B" "A" "E" "B" "A" "C" "C" "B" "B" "C" "D" "B" "B" "B" "B" "A" "B" "D" "C" "C" "B" "E" "D" "B" "D"
"E" "B" "B" "B" "A" "A" "A" "B" "E" "B" "B" "E" "A" "C" "D" "B" "D" "C" "A" "A" "B" "A" "B" "C" "B" "A" "B" "A" "A" "E" "A" "A" "A" "A" "E" "A" "B" "C" "B" "B" "B" "A" "D" "D" "D" "B" "E" "B" "A" "C"
"E" "B" "F" "C" "D" "B" "B" "A" "B" "B" "E" "A" "B" "F" "A" "A" "A" "B" "C" "C" "C" "A" "B" "B" "B" "A" "B" "C" "B" "E" "A" "A" "C" "A" "B" "B" "B" "B" "F" "B" "A" "A" "D" "B" "B" "B" "A" "D" "B" "C"
"B" "A" "A" "D" "B" "B" "A" "B" "C" "B" "D" "B" "A" "D" "C" "B" "C" "A" "A" "C" "C" "A" "A" "D" "B" "B" "C" "D" "C" "B" "B" "B" "A" "B" "C" "B" "A" "C" "C" "A" "A" "A" "A" "A" "B" "B" "C" "C" "C" "B"
"B" "C" "F" "D" "D" "A" "B" "A" "B" "B" "E" "E" "A" "D" "E" "A" "D" "C" "A" "C" "C" "A" "B" "B" "B" "A" "B" "C" "B" "E" "A" "C" "A" "A" "A" "D" "A" "C" "C" "B" "A" "B" "D" "C" "D" "A" "C" "B" "B" "B"
"C" "B" "F" "D" "C" "A" "B" "A" "B" "B" "C" "B" "A" "F" "C" "B" "D" "A" "C" "B" "C" "B" "A" "C" "B" "B" "B" "A" "B" "B" "E" "B" "C" "B" "E" "D" "B" "B" "B" "B" "B" "A" "A" "D" "A" "B" "C" "B" "A" "B"
"E" "B" "A" "B" "B" "A" "B" "B" "B" "B" "A" "D" "A" "B" "A" "B" "C" "B" "C" "B" "D" "B" "B" "B" "B" "B" "C" "A" "B" "C" "E" "C" "C" "B" "B" "C" "A" "B" "D" "B" "A" "B" "C" "A" "B" "A" "C" "B" "B" "B"
"E" "B" "E" "D" "D" "A" "A" "B" "B" "A" "C" "D" "A" "A" "A" "A" "B" "B" "A" "A" "B" "B" "B" "B" "B" "A" "C" "D" "B" "E" "C" "B" "A" "B" "E" "A" "B" "A" "D" "A" "B" "B" "C" "C" "A" "A" "B" "A" "B" "C"
